,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737491670000,1000.0
1737491675000,0.0
1737491680000,0.0
1737491685000,87.0
1737491690000,72.0
1737491695000,52.0
1737491700000,174.0
1737491705000,269.0
1737491710000,361.0
1737491715000,430.0
1737491720000,487.0
1737491725000,534.0
1737491730000,573.0
1737491735000,661.0
1737491740000,746.0
1737491745000,801.0
1737491750000,882.0
1737491755000,968.0
1737491760000,986.0
1737491765000,999.0
1737491770000,999.0
1737491775000,1000.0
1737491780000,1000.0
1737491785000,1000.0
1737491790000,1000.0
1737491795000,1000.0
1737491800000,1000.0
1737491805000,1000.0
1737491810000,1000.0
1737491815000,1000.0
1737491820000,1000.0
1737491825000,1000.0
1737491830000,1000.0
1737491835000,1000.0
1737491840000,1000.0
1737491845000,1000.0
1737491850000,1000.0
1737491855000,1000.0
1737491860000,1000.0
1737491865000,1000.0
1737491870000,1000.0
1737491875000,1000.0
1737491880000,1000.0
1737491885000,1000.0
1737491890000,1000.0
1737491895000,1000.0
1737491900000,1000.0
1737491905000,1000.0
1737491910000,
