,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737491665000,0.0
1737491670000,0.0
1737491675000,0.0
1737491680000,0.0
1737491685000,422.5333333333
1737491690000,617.0666666666
1737491695000,617.0666666666
1737491700000,2732.65
1737491705000,7880.45
1737491710000,8198.41666666
1737491715000,12462.08333333
1737491720000,16778.83333333
1737491725000,16778.83333333
1737491730000,16778.83333333
1737491735000,17841.5
1737491740000,23025.38333333
1737491745000,26002.266666659998
1737491750000,25807.73333333
1737491755000,25807.73333333
1737491760000,23734.6
1737491765000,23770.28333333
1737491770000,25472.91666666
1737491775000,21209.25
1737491780000,17854.36666666
1737491785000,22812.16666666
1737491790000,26149.86666666
1737491795000,26110.9
1737491800000,25790.066666659997
1737491805000,22390.65
1737491810000,25835.86666666
1737491815000,28028.91666666
1737491820000,27986.46666666
1737491825000,28715.66666666
1737491830000,26866.2
1737491835000,27613.6
1737491840000,31452.73333333
1737491845000,26494.933333330002
1737491850000,24567.65
1737491855000,27120.86666666
1737491860000,27789.25
1737491865000,27789.25
1737491870000,29616.883333330003
1737491875000,27981.3
1737491880000,29028.883333330003
1737491885000,28105.35
1737491890000,27934.21666666
1737491895000,29422.86666666
1737491900000,28210.36666666
1737491905000,28210.36666666
1737491910000,
