,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737501545000,0.0
1737501550000,0.0
1737501555000,0.0
1737501560000,179.9666666666
1737501565000,477.7166666666
1737501570000,486.1666666666
1737501575000,8175.01666666
1737501580000,11386.7
1737501585000,15365.2
1737501590000,21142.05
1737501595000,24956.78333333
1737501600000,26002.96666666
1737501605000,39138.233333330005
1737501610000,39138.233333330005
1737501615000,40712.76666666
1737501620000,49322.116666660004
1737501625000,49024.366666660004
1737501630000,49015.91666666001
1737501635000,46857.25
1737501640000,45456.93333333
1737501645000,41478.43333333
1737501650000,41857.45
1737501655000,38042.716666659995
1737501660000,41109.33333333
1737501665000,29590.05
1737501670000,30473.85
1737501675000,28899.316666659997
1737501680000,22720.65
1737501685000,31103.0
1737501690000,36171.56666666
1737501695000,37575.36666666
1737501700000,43442.78333333
1737501705000,43944.88333333
1737501710000,43264.0
1737501715000,43264.0
1737501720000,45085.06666666
1737501725000,43469.08333333
1737501730000,42585.28333333
1737501735000,42585.28333333
1737501740000,43987.55
1737501745000,44352.36666666
1737501750000,44796.93333333
1737501755000,43782.6
1737501760000,42050.716666659995
1737501765000,47519.03333333
1737501770000,43874.53333333
1737501775000,47681.75
1737501780000,42047.95
1737501785000,
