,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737539795000,0.0
1737539800000,0.0
1737539805000,113.5666666666
1737539810000,522.2833333333
1737539815000,522.2833333333
1737539820000,3317.1666666666
1737539825000,7176.05
1737539830000,15352.96666666
1737539835000,15352.96666666
1737539840000,15352.966666659999
1737539845000,23631.133333330003
1737539850000,23631.133333330003
1737539855000,23631.133333330003
1737539860000,23654.15
1737539865000,31484.11666666
1737539870000,31075.4
1737539875000,34397.58333333
1737539880000,34880.56666666
1737539885000,33003.56666666
1737539890000,28854.95
1737539895000,28993.21666666
1737539900000,34889.13333333
1737539905000,26610.96666666
1737539910000,31877.2
1737539915000,36805.45
1737539920000,37011.38333333
1737539925000,35674.81666666
1737539930000,35674.81666666
1737539935000,38424.88333333
1737539940000,35147.01666666
1737539945000,38517.0
1737539950000,34488.7
1737539955000,40161.5
1737539960000,34265.58333333
1737539965000,40148.53333333
1737539970000,34882.3
1737539975000,30963.516666659998
1737539980000,39743.05
1737539985000,33136.08333333
1737539990000,39566.8
1737539995000,33494.55
1737540000000,39105.01666666
1737540005000,33753.15
1737540010000,39493.26666666
1737540015000,33682.2
1737540020000,38280.95
1737540025000,33724.9
1737540030000,37463.91666666
1737540035000,
