,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1736804915000,0.0,,,,,,,
1736804920000,0.0,,,,,,,
1736804925000,1487.35,,,,,,,
1736804930000,2632.35,,,,,,,
1736804935000,5199.96666667,,,,,,,
1736804940000,10078.033333329999,,,,,,,
1736804945000,16131.883333329999,,,,,,,
1736804950000,20918.95,,,,,,,
1736804955000,23301.23333333,,,,,,,
1736804960000,24018.333333330003,,,,,,,
1736804965000,29776.816666659997,,,,,,,
1736804970000,29776.816666659997,,,,,,,
1736804975000,30769.0,,,,,,,
1736804980000,36129.68333333,,,,,,,
1736804985000,34642.33333333,,,,,,,
1736804990000,33836.6,,,,,,,
1736804995000,37145.33333333,,,,,,,
1736805000000,32311.5,,,,,,,
1736805005000,26257.65,,,,,,,
1736805010000,24489.66666666,,,,,,,
1736805015000,25020.333333330003,,,,,,,
1736805020000,24303.23333333,,,,,,,
1736805025000,18689.36666666,,,,,,,
1736805030000,23532.25,,,,,,,
1736805035000,27269.11666666,,,,,,,
1736805040000,25162.05,,,,,,,
1736805045000,29629.66666666,,,,,,,
1736805050000,34568.63333333,,,,,,,
1736805055000,29958.11666666,,,,,,,
1736805060000,34808.85,,,,,,,
1736805065000,34808.85,,,,,,,
1736805070000,34058.85,,,,,,,
1736805075000,35091.86666666,,,,,,,
1736805080000,35091.86666666,,,,,,,
1736805085000,36290.26666666,,,,,,,
1736805090000,31580.4,,,,,,,
1736805095000,26851.35,,,,,,,
