Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,Predictions
0,0.0,0.0,,,
1,11977.772972970717,758.4856550584939,940.7567567567568,17.47122879216749,
2,21628.387606832388,1440.3604727342426,840.0769230769231,12.175931174020464,30112.0
3,30551.981746024114,2002.2074950475767,777.6747967479675,8.160864387776067,42735.0
4,40261.92286820773,2703.767471315654,734.547619047619,10.001832450074156,52411.0
5,42760.753252019735,2836.964020495544,655.4975609756098,9.849813598918056,65769.0
6,46584.214999984644,3237.8474347476595,604.5208333333333,12.284072777805278,67771.0
7,45543.59429823074,3234.5018807318093,504.91729323308266,5.276842123419355,73903.0
