,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737234140000,0.0
1737234145000,798.1
1737234150000,2673.0333333332997
1737234155000,7615.28333333
1737234160000,14122.33333333
1737234165000,16115.5
1737234170000,19897.766666659998
1737234175000,24103.316666659997
1737234180000,26956.16666666
1737234185000,33332.63333333
1737234190000,39526.68333333
1737234195000,39526.68333333
1737234200000,39526.68333333
1737234205000,46369.866666660004
1737234210000,44494.93333333
1737234215000,39552.68333333
1737234220000,38904.43333333
1737234225000,36911.26666666
1737234230000,37731.75
1737234235000,34622.08333333
1737234240000,32325.333333330003
1737234245000,26267.95
1737234250000,26488.3
1737234255000,32461.833333330003
1737234260000,38859.66666666
1737234265000,36364.83333333
1737234270000,38704.03333333
1737234275000,41884.7
1737234280000,36365.08333333
1737234285000,41900.56666666
1737234290000,37297.81666666
1737234295000,42486.7
1737234300000,41930.6
1737234305000,42706.85
1737234310000,36292.45
1737234315000,30613.66666666
1737234320000,30725.53333333
1737234325000,31411.016666659998
1737234330000,29071.816666659997
1737234335000,27485.4
1737234340000,31107.73333333
1737234345000,25572.25
1737234350000,31444.566666659997
1737234355000,25159.8
1737234360000,30934.71666666
1737234365000,29839.383333330003
1737234370000,31104.25
1737234375000,34983.33333333
1737234380000,36039.33333333
1737234385000,
