Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr
0,0.0,0.0,,
1,18916.696624469914,977.372837270025,875.0649350649351,28.807995470410944
2,38746.925974019214,1053.0706443922666,882.2467532467532,7.258855180212065
3,53341.29541665832,1952.4330400093256,871.6958333333334,12.80707160580901
4,67301.27499998781,2135.269844206513,822.4358974358975,7.18964545187946
5,78634.25311109555,2404.268624168098,723.2986666666667,6.602901851851591
6,94076.13267541924,2777.8943043756103,688.0394736842105,9.676452955976204
