Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,7685.702631576842,562.7115958196111,15182.405263153156,1026.860582517533,
2,1,11627.76428571,879.3113047566894,25140.393650790476,2781.1178854392056,32354.0
3,1,18000.92833333,2505.948065105015,36033.361666663004,6306.2551948698665,42119.0
4,1,23956.20984848136,2953.191567944128,44673.30606060319,11946.699520176759,51794.0
5,1,24803.97246376478,6341.055668454876,43606.23405796666,15939.95300151123,71817.0
6,1,31267.069047616667,4550.741820462178,51688.6579365054,22121.499891789124,67243.0
7,1,32563.12460317143,3732.480391288978,53313.90158729952,26301.450036577797,79254.0
8,1,37567.18333333,3670.066841034496,53844.741666664,28764.52345231867,75451.0
9,1,38595.03080807788,3911.388611484821,64695.62727272374,27780.36474618748,94956.0
