Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,Predictions
0,0.0,0.0,,,
1,20295.84976525474,765.1825328592307,899.9718309859155,28.0006019987357,
2,39663.04320174803,1153.2311283542326,905.5592105263158,9.840262312963052,47060.0
3,57812.78486841179,1682.672888072165,906.421052631579,6.910962472320565,67606.0
4,64657.927192969946,1977.3606079939489,768.3684210526316,6.9406686097050345,84056.0
5,82579.89111109622,2514.5219841666226,765.8373333333334,7.401013930136469,89354.0
