Time,Parallelism,Throughput_OUT,Throughput_IN
1708183439,1.0,0.0,0.0
1708183444,1.0,0.0,0.0
1708183449,1.0,12.9,390.9166666666
1708183454,1.0,38.6666666667,830.0
1708183459,1.0,38.6666666667,830.0
1708183464,1.0,38.6666666667,830.0
1708183469,1.0,38.6666666667,1247.8166666666
1708183474,1.0,45.9,4059.0
1708183479,1.0,45.9,9726.86666666
1708183484,1.0,65.75,15138.0
1708183489,1.0,231.8666666666,20221.3
1708183494,1.0,952.6833333333,24313.6
1708183499,1.0,1058.2666666666,26623.4
1708183504,1.0,3372.31666667,26623.4
1708183509,1.0,7404.61666666,26232.48333333
1708183514,1.0,10241.46666666,27586.95
1708183519,1.0,11706.73333333,32555.5
1708183524,1.0,16029.91666666,32555.5
1708183529,1.0,20513.76666666,32137.68333333
1708183534,1.0,25193.03333333,29326.5
1708183539,1.0,30046.7,23658.633333330003
1708183544,1.0,32238.75,21812.86666666
1708183549,1.0,33767.56666666,18525.71666666
1708183554,1.0,37381.71666666,14433.41666666
1708183559,1.0,39816.01666666,13053.616666659998
1708183564,1.0,37501.96666666,19142.51666666
1708183569,1.0,33456.76666666,24198.98333333
1708183574,1.0,30594.15,27928.25
1708183579,1.0,29128.883333330003,29522.15
1708183584,1.0,24805.7,35936.983333330005
1708183589,1.0,24041.8,36459.16666666
1708183594,1.0,23319.31666666,36803.31666666
1708183599,1.0,18465.65,42502.36666666
1708183604,1.0,20290.68333333,39235.06666666
1708183609,1.0,23048.78333333,37438.91666666
1708183614,1.0,23031.55,37561.36666666
1708183619,1.0,21741.56666666,37440.21666666
1708183624,1.0,21741.56666666,34871.58333333
1708183629,1.0,21741.56666666,36074.0
1708183634,1.0,21741.56666666,36713.08333333
1708183639,1.0,21741.56666666,36317.96666666
1708183644,1.0,21741.56666666,34971.55
1708183649,1.0,18021.61666666,41244.8
1708183654,1.0,14510.35,44952.58333333
1708183659,1.0,18562.88333333,39253.53333333
1708183664,1.0,18880.51666666,38955.46666666
1708183669,1.0,16520.2,39973.41666666
1708183674,1.0,12202.46666666,42165.78333333
1708183679,1.0,10952.56666666,45840.88333333
1708183684,1.0,10952.56666666,48961.58333333
1708183689,1.0,10952.56666666,48307.766666660005
1708183694,1.0,10952.56666666,47645.7
1708183699,1.0,10952.56666666,46562.71666666
1708183704,1.0,11025.26666666,48109.83333333
1708183709,1.0,11335.85,46622.15
1708183714,1.0,14429.23333333,44199.83333333
1708183719,1.0,14722.65,44199.83333333
1708183724,1.0,14846.43333333,44199.83333333
1708183729,1.0,14909.53333333,44280.1
1708183734,1.0,14909.53333333,42970.3
1708183739,1.0,14909.53333333,41256.66666666
1708183744,1.0,14909.53333333,41142.28333333
1708183749,1.0,14909.53333333,40585.41666666
1708183754,1.0,14909.53333333,41740.45
1708183759,1.0,14909.53333333,42674.18333333
1708183764,1.0,14836.83333333,41862.1
1708183769,1.0,14526.25,41877.26666666
1708183774,1.0,12588.4,43313.81666666
1708183779,1.0,8760.75,49822.38333333
1708183784,1.0,8182.45,49822.38333333
1708183789,1.0,10383.38333333,48724.16666666001
1708183794,1.0,14794.98333333,47719.15
1708183799,1.0,16570.233333329998,46112.58333333
1708183804,1.0,16570.233333329998,39816.56666666
1708183809,1.0,16570.233333329998,37627.86666666
1708183814,1.0,16570.233333329998,37697.78333333
1708183869,2.0,0.0,0.0
1708183874,2.0,0.0,0.0
1708183879,2.0,0.0,8.083333333333
1708183884,2.0,0.0,1412.1333333333
1708183889,2.0,0.0,6462.55
1708183894,2.0,0.0,14195.73333333
1708183899,2.0,0.0,23142.98333333
1708183904,2.0,0.0,32946.45
1708183909,2.0,0.0,36662.31666666
1708183914,2.0,0.0,38514.0
1708183919,2.0,0.0,46118.63333333
1708183924,2.0,0.0,54163.38333333
1708183929,2.0,0.0,61397.88333333
1708183934,2.0,0.0,69388.3
1708183939,2.0,0.0,78786.28333333
1708183944,2.0,2065.2666666666,86302.06666665999
1708183949,2.0,9177.4,85649.9
1708183954,2.0,12143.91666666,78162.35
1708183959,2.0,20609.23333333,75397.25
1708183964,2.0,22770.88333333,65593.78333333
1708183969,2.0,22770.88333333,62630.0
1708183974,2.0,22770.88333333,63465.96666666
1708183979,2.0,22770.88333333,64867.55
1708183984,2.0,22770.88333333,66811.06666665999
1708183989,2.0,22770.88333333,68197.2
1708183994,2.0,22770.88333333,70454.31666665999
1708183999,2.0,22770.88333333,70769.65
1708184004,2.0,26555.083333330003,71563.66666665999
1708184009,2.0,25153.883333330003,71141.91666665999
1708184014,2.0,26457.06666666,72865.2
1708184019,2.0,25827.48333333,71346.51666666
1708184024,2.0,25541.73333333,71589.08333333
1708184029,2.0,25541.73333333,71775.23333332999
1708184034,2.0,25541.73333333,71245.65
1708184039,2.0,25541.73333333,71037.23333332999
1708184044,2.0,25541.73333333,71531.53333333
1708184049,2.0,25541.73333333,71046.93333333
1708184054,2.0,25541.73333333,71148.38333333
1708184059,2.0,25541.73333333,71082.53333333
1708184064,2.0,20652.83333333,72195.06666665999
1708184069,2.0,22870.0,77189.93333333
1708184074,2.0,23689.383333330003,75441.51666666
1708184079,2.0,23009.03333333,74523.18333333
1708184084,2.0,28229.41666666,77322.91666665999
1708184089,2.0,28680.68333333,77701.56666665999
1708184094,2.0,28680.68333333,75863.88333333
1708184099,2.0,28680.68333333,72514.03333333
1708184104,2.0,28680.68333333,72045.56666665999
1708184109,2.0,28680.68333333,73314.18333333
1708184114,2.0,28680.68333333,72524.06666665999
1708184119,2.0,28680.68333333,73046.16666665999
1708184124,2.0,27720.11666666,71795.98333332999
1708184129,2.0,21932.7,73833.51666666
1708184134,2.0,23129.7,79200.78333333
1708184139,2.0,22415.46666666,79198.55
1708184144,2.0,18814.05,78597.38333333
1708184149,2.0,18362.78333333,77312.38333333
1708184154,2.0,18362.78333333,78898.6
1708184159,2.0,18362.78333333,82152.28333333
1708184164,2.0,18362.78333333,82122.66666665999
1708184169,2.0,18362.78333333,80750.13333333
1708184174,2.0,18362.78333333,81471.36666665999
1708184179,2.0,18362.78333333,80364.0
1708184184,2.0,18362.78333333,81484.63333333
1708184189,2.0,19187.06666666,79965.83333333
1708184194,2.0,16797.83333333,79964.16666665999
1708184199,2.0,19254.9,82578.33333333
1708184204,2.0,19171.08333333,80137.2
1708184209,2.0,19171.08333333,81603.45
1708184214,2.0,19171.08333333,80780.26666666
1708184219,2.0,19171.08333333,79972.28333333
1708184224,2.0,19171.08333333,80063.76666666
1708184229,2.0,19171.08333333,82240.81666665999
1708184234,2.0,19171.08333333,81829.05
1708184239,2.0,19171.08333333,82884.9
1708184244,2.0,19171.08333333,81911.61666665999
1708184249,2.0,16638.4,82839.16666665999
1708184254,2.0,19241.31666666,86519.73333332999
1708184259,2.0,15587.0,82737.05
1708184264,2.0,19897.16666666,87067.16666665999
1708184314,2.0,0.0,86160.55
1708184324,3.0,196.6166666666,0.0
1708184329,3.0,809.7,0.0
1708184334,3.0,983.2833333333,1.416666666666
1708184339,3.0,983.2833333333,263.6666666666
1708184344,3.0,983.2833333333,2395.0833333333
1708184349,3.0,983.2833333333,8093.13333333
1708184354,3.0,983.2833333333,17650.03333333
1708184359,3.0,983.2833333333,28906.7
1708184364,3.0,983.2833333333,38783.25
1708184369,3.0,983.2833333333,49641.48333333
1708184374,3.0,983.2833333333,61263.26666665999
1708184379,3.0,2761.5666666666,67764.08333333
1708184384,3.0,9776.88333333,76057.03333333
1708184389,3.0,13933.3,85977.95
1708184394,3.0,14522.73333333,89689.4
1708184399,3.0,14522.73333333,90268.76666666
1708184404,3.0,14522.73333333,93359.8
1708184409,3.0,14522.73333333,96968.51666666
1708184414,3.0,14522.73333333,98448.36666666
1708184419,3.0,14522.73333333,99161.8
1708184424,3.0,14522.73333333,102710.35
1708184429,3.0,14987.266666659998,104703.36666666
1708184434,3.0,20011.86666666,105507.98333333
1708184439,3.0,25497.18333333,108497.06666666
1708184444,3.0,25272.11666666,107150.4
1708184449,3.0,22887.38333333,102190.96666666
1708184454,3.0,22124.36666666,99999.38333333
1708184459,3.0,22124.36666666,102365.95
1708184464,3.0,22124.36666666,106365.88333333
1708184469,3.0,22124.36666666,107927.55
1708184474,3.0,22124.36666666,108803.41666666
1708184479,3.0,22124.36666666,109492.45
1708184484,3.0,22138.6,110109.75
1708184489,3.0,23531.78333333,110123.78333333
1708184494,3.0,26773.9,111425.71666666
1708184499,3.0,27334.18333333,110224.5
1708184504,3.0,29468.833333330003,106309.76666666
1708184509,3.0,31782.23333333,106461.16666666
1708184514,3.0,32416.15,108591.63333333
1708184519,3.0,32416.15,106529.35
1708184524,3.0,32416.15,104160.11666666
1708184529,3.0,32416.15,103526.23333333
1708184534,3.0,32416.15,103957.21666666
1708184539,3.0,32416.15,103799.41666666
1708184544,3.0,32401.91666666,103128.85
1708184549,3.0,30544.2,104021.73333333
1708184554,3.0,26213.93333333,103145.61666666
1708184559,3.0,28496.4,105890.08333333
1708184564,3.0,24605.333333330003,111380.28333333
1708184569,3.0,20430.9,109156.91666666
1708184574,3.0,19796.98333333,106590.16666666
1708184579,3.0,19796.98333333,111549.51666666
1708184584,3.0,19796.98333333,116861.58333333
1708184589,3.0,19796.98333333,118362.86666666
1708184594,3.0,19796.98333333,118601.53333333
1708184599,3.0,19796.98333333,120240.85
1708184604,3.0,19796.98333333,119803.08333333
1708184609,3.0,24204.05,119636.48333333
1708184614,3.0,27598.76666666,120097.53333333
1708184619,3.0,24500.8,114386.25
1708184624,3.0,28676.05,110101.01666666
1708184629,3.0,32156.16666666,114265.73333333
1708184634,3.0,32156.16666666,115804.0
1708184639,3.0,32156.16666666,111249.51666666
1708184644,3.0,32156.16666666,107098.71666666
1708184649,3.0,32156.16666666,106284.35
1708184654,3.0,32156.16666666,106305.7
1708184659,3.0,32156.16666666,105042.38333333
1708184664,3.0,32156.16666666,104515.71666666
1708184669,3.0,27749.1,103644.08333333
1708184674,3.0,22894.91666666,103305.43333333
1708184679,3.0,21432.4,108467.9
1708184684,3.0,20776.38333333,114217.36666666
1708184689,3.0,20762.81666666,114216.76666666
1708184694,3.0,20762.81666666,113729.21666666
1708184699,3.0,20762.81666666,112419.86666666
1708184704,3.0,20762.81666666,109110.83333333
1708184709,3.0,20762.81666666,108632.33333333
1708184714,1.0,7084.85,106601.2
1708184759,1.0,0.0,105722.26666666
1708184764,4.0,0.0,36266.75
1708184774,4.0,0.0,0.0
1708184779,4.0,0.0,0.0
1708184784,4.0,0.0,0.0
1708184789,4.0,0.0,17.15
1708184794,4.0,0.0,1965.9833333333
1708184799,4.0,0.0,6603.6
1708184804,4.0,0.0,11447.76666666
1708184809,4.0,0.0,22702.08333333
1708184814,4.0,0.0,34610.23333333
1708184819,4.0,0.0,43345.3
1708184824,4.0,0.0,54613.05
1708184829,4.0,0.0,63345.05
1708184834,4.0,0.0,69219.45
1708184839,4.0,0.0,78391.65
1708184844,4.0,0.0,88210.81666665999
1708184849,4.0,0.0,98072.31666666
1708184854,4.0,0.0,108270.48333333
1708184859,4.0,598.2666666666,119183.73333333
1708184864,4.0,6852.733333329999,128995.81666666
1708184869,4.0,8607.23333333,130043.5
1708184874,4.0,8607.23333333,127596.01666666
1708184879,4.0,8607.23333333,122174.51666666
1708184884,4.0,8607.23333333,115020.0
1708184889,4.0,8607.23333333,118125.81666666
1708184894,4.0,8607.23333333,125512.86666666
1708184899,4.0,8607.23333333,127754.76666666
1708184904,4.0,8607.23333333,130784.23333333
1708184909,4.0,8607.23333333,133691.73333333
1708184914,4.0,8607.23333333,135621.16666666
1708184919,4.0,14198.16666666,133857.45
1708184924,4.0,20353.05,131998.71666665998
1708184929,4.0,22843.18333333,134003.2
1708184934,4.0,22843.18333333,133857.48333333
1708184939,4.0,22843.18333333,133878.75
1708184944,4.0,22843.18333333,131072.71666665998
1708184949,4.0,22843.18333333,124041.81666666
1708184954,4.0,22843.18333333,126134.83333333
1708184959,4.0,22843.18333333,126204.73333333
1708184964,4.0,22843.18333333,127751.66666666
1708184969,4.0,22843.18333333,129370.53333333
1708184974,4.0,22843.18333333,129948.35
1708184979,4.0,18159.35,131358.38333332998
1708184984,4.0,15204.63333333,131623.55
1708184989,4.0,14588.41666666,132118.6
1708184994,4.0,14588.41666666,136774.33333333
1708184999,4.0,14588.41666666,137205.85
1708185004,4.0,14588.41666666,136461.18333333
1708185009,4.0,14588.41666666,140238.05
1708185014,4.0,14588.41666666,139796.61666666
1708185019,4.0,14588.41666666,140161.03333333
1708185024,4.0,14588.41666666,139325.65
1708185029,4.0,14588.41666666,139929.7
1708185034,4.0,14588.41666666,139167.61666666
1708185039,4.0,13083.05,139062.86666666
1708185044,4.0,14849.43333333,139476.13333332998
1708185049,4.0,13480.18333333,137760.03333333
