Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,33014.29111110791,1606.4333663018974,
2,69165.78852813203,2161.8929569510865,
3,96898.2135964825,3278.732693293489,
4,118475.16271928577,4239.709866970341,
5,121709.6359700081,974.0531858050265,
