Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,1000.0,,,,0.0,0.0,-1.0,-1.0,1
5,1401.3833333333,,,,591.0,,,,0.0,0.0,1436526.0,920.0,1
10,4488.38333333,,,,491.0,,,,54.0,0.0,4873927.0,328.0,1
15,12204.4,,,,656.0,,,,299.0,72.0,19309234.0,1252.0,1
20,15102.7,,,,742.0,,,,522.0,351.0,11623656.0,441.0,1
25,19112.25,,,,794.0,,,,590.0,478.0,24192646.0,1174.0,1
30,23671.2,,,,828.0,,,,659.0,590.0,33467119.0,1118.0,1
35,29040.88333333,,,,853.0,,,,729.0,676.0,11965348.0,2278.0,1
40,29040.88333333,,,,871.0,,,,763.0,716.0,11965348.0,2278.0,1
45,34899.95,,,,886.0,,,,881.0,837.0,26207012.0,722.0,1
50,34984.48333333,,,,897.0,,,,893.0,853.0,26207012.0,722.0,1
55,41100.13333333,,,,907.0,,,,982.0,946.0,17645912.0,399.0,1
60,41100.13333333,,,,914.0,,,,983.0,951.0,17645912.0,399.0,1
65,41549.05,,,,948.0,,,,1000.0,1000.0,24207072.0,772.0,1
70,42129.2,,,,999.0,,,,1000.0,1000.0,24207072.0,772.0,1
75,34413.18333333,,,,1000.0,,,,1000.0,1000.0,17476445.0,8875.0,1
80,37563.15,,,,1000.0,,,,1000.0,1000.0,21560134.0,589.0,1
85,33553.6,,,,1000.0,,,,1000.0,1000.0,21560134.0,589.0,1
90,31446.3,,,,1000.0,,,,1000.0,1000.0,20364028.0,492.0,1
95,29770.4,,,,999.0,,,,1000.0,1000.0,28778601.0,927.0,1
100,29770.4,,,,999.0,,,,1000.0,1000.0,28778601.0,927.0,1
105,25406.566666659997,,,,999.0,,,,1000.0,1000.0,23325978.0,2825.0,1
110,32913.13333333,,,,999.0,,,,1000.0,1000.0,30384190.0,1836.0,1
115,34459.8,,,,999.0,,,,1000.0,1000.0,15158102.0,1848.0,1
120,40259.63333333,,,,999.0,,,,1000.0,1000.0,26917374.0,2476.0,1
125,44106.83333333,,,,999.0,,,,1000.0,1000.0,35927135.0,975.0,1
130,46443.58333333,,,,999.0,,,,1000.0,1000.0,34829442.0,1063.0,1
135,49206.233333330005,,,,999.0,,,,1000.0,1000.0,51902186.0,1193.0,1
140,46272.33333333,,,,999.0,,,,1000.0,1000.0,51902186.0,1193.0,1
145,46272.33333333,,,,999.0,,,,1000.0,1000.0,51902186.0,1193.0,1
150,49830.91666666001,,,,999.0,,,,1000.0,1000.0,36141621.0,754.0,1
155,46137.13333333,,,,1000.0,,,,1000.0,1000.0,36141621.0,754.0,1
160,47786.78333333,,,,999.0,,,,1000.0,1000.0,44531447.0,8549.0,1
165,46291.55,,,,999.0,,,,1000.0,1000.0,44531447.0,8549.0,1
170,38700.45,,,,999.0,,,,1000.0,1000.0,44531447.0,8549.0,1
175,33622.86666666,,,,999.0,,,,1000.0,1000.0,40509154.0,875.0,1
180,33329.03333333,,,,997.0,,,,1000.0,1000.0,17576754.0,618.0,1
185,33938.983333330005,,,,997.0,,,,1000.0,1000.0,23738285.0,1030.0,1
190,35795.733333330005,,,,997.0,,,,1000.0,1000.0,23609649.0,1084.0,1
195,39069.2,,,,997.0,,,,1000.0,1000.0,34958481.0,1830.0,1
200,41696.7,,,,997.0,,,,1000.0,1000.0,44724692.0,1227.0,1
205,41696.7,,,,997.0,,,,1000.0,1000.0,36546120.0,2940.0,1
210,41959.55,,,,997.0,,,,1000.0,1000.0,47185060.0,1102.0,1
215,41959.55,,,,997.0,,,,1000.0,1000.0,47185060.0,1102.0,1
220,43988.66666666,,,,998.0,,,,1000.0,1000.0,48019470.0,941.0,1
225,46028.4,,,,998.0,,,,1000.0,1000.0,48019470.0,941.0,1
230,46369.91666666001,,,,998.0,,,,1000.0,1000.0,38422924.0,7373.0,1
235,44299.85,,,,998.0,,,,1000.0,1000.0,38422924.0,7373.0,1
240,38793.85,,,,1000.0,,,,1000.0,1000.0,38422924.0,7373.0,1
245,35421.76666666,,,,999.0,,,,1000.0,1000.0,12595460.0,515.0,1
250,,,,,,,,,,,,,0
275,0.0,0.0,,,1000.0,1000.0,,,0.0,0.0,-1.0,-1.0,2
280,0.0,5412.41666667,,,1000.0,975.0,,,0.0,0.0,8786226.0,1593.0,2
285,10257.45,11314.033333329999,,,727.0,988.0,,,1000.0,1000.0,25081470.0,1120.0,2
290,16545.36666666,17305.63333333,,,864.0,988.0,,,912.0,893.0,65101583.0,1245.0,2
295,18391.83333333,20164.41666666,,,902.0,989.0,,,899.0,898.0,35355171.0,1398.0,2
300,20594.05,20665.9,,,925.0,990.0,,,898.0,894.0,46329009.0,2981.0,2
305,20739.11666666,20929.05,,,940.0,992.0,,,915.0,908.0,46329009.0,2981.0,2
310,24882.316666659997,26039.333333330003,,,940.0,977.0,,,1000.0,1000.0,14312787.0,504.0,2
315,30547.316666659997,32512.583333330003,,,948.0,969.0,,,996.0,992.0,38551176.0,1043.0,2
320,36559.966666659995,39039.26666666,,,952.0,966.0,,,973.0,964.0,54649807.0,974.0,2
325,39252.05,40027.03333333,,,958.0,967.0,,,976.0,968.0,54649807.0,974.0,2
330,42093.26666666,41915.33333333,,,956.0,962.0,,,1000.0,1000.0,54825645.0,547.0,2
335,44949.1,44781.85,,,959.0,965.0,,,1000.0,1000.0,36726703.0,2914.0,2
340,47930.88333333,42234.483333330005,,,954.0,964.0,,,1000.0,1000.0,52478630.0,647.0,2
345,38906.66666666,39202.18333333,,,975.0,964.0,,,1000.0,1000.0,34823632.0,3243.0,2
350,34403.95,35913.78333333,,,975.0,964.0,,,1000.0,1000.0,51791921.0,650.0,2
355,35054.78333333,33595.85,,,974.0,965.0,,,1000.0,1000.0,51791921.0,650.0,2
360,36016.65,35692.233333330005,,,971.0,958.0,,,1000.0,1000.0,59821153.0,3091.0,2
365,38760.3,38319.66666666,,,967.0,958.0,,,1000.0,1000.0,39135120.0,482.0,2
370,35519.26666666,34097.733333330005,,,971.0,966.0,,,1000.0,1000.0,48212268.0,2876.0,2
375,30096.9,29128.8,,,972.0,974.0,,,1000.0,1000.0,7595658.0,489.0,2
380,30593.7,29029.21666666,,,972.0,976.0,,,1000.0,1000.0,23999876.0,660.0,2
385,34301.93333333,33585.13333333,,,972.0,976.0,,,1000.0,1000.0,45401994.0,1051.0,2
