Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
1708182111,,,,,,,,,,,59927731.0,5334.0,0
1708182116,,,,,,,,,,,59927731.0,5334.0,0
1708182121,,,,,,,,,,,59927731.0,5334.0,0
1708182126,,,,,,,,,,,59927731.0,5334.0,0
1708182131,,,,,,,,,,,59927731.0,5334.0,0
1708182136,,,,,,,,,,,59927731.0,5334.0,0
1708182141,,,,,,,,,,,59927731.0,5334.0,0
1708182146,,,,,,,,,,,70332674.0,2330.0,0
1708182151,,,,,,,,,,,70332674.0,2330.0,0
1708182156,,,,,,,,,,,70332674.0,2330.0,0
1708182161,,,,,,,,,,,70332674.0,2330.0,0
1708182166,,,,,,,,,,,70332674.0,2330.0,0
1708182171,,,,,,,,,,,70332674.0,2330.0,0
1708182176,,,,,,,,,,,70332674.0,2330.0,0
1708182181,,,,,,,,,,,70332674.0,2330.0,0
1708182186,,,,,,,,,,,70332674.0,2330.0,0
1708182191,,,,,,,,,,,70332674.0,2330.0,0
1708182196,,,,,,,,,,,70332674.0,2330.0,0
1708182201,,,,,,,,,,,70332674.0,2330.0,0
1708182206,,,,,,,,,,,70332674.0,2330.0,0
1708182211,,,,,,,,,,,113502202.0,2844.0,0
1708182216,,,,,,,,,,,113502202.0,2844.0,0
1708182221,,,,,,,,,,,113502202.0,2844.0,0
1708182226,,,,,,,,,,,113502202.0,2844.0,0
1708182231,,,,,,,,,,,113502202.0,2844.0,0
1708182236,,,,,,,,,,,113502202.0,2844.0,0
1708182241,,,,,,,,,,,113502202.0,2844.0,0
1708182246,,,,,,,,,,,113502202.0,2844.0,0
1708182251,,,,,,,,,,,113502202.0,2844.0,0
1708182256,,,,,,,,,,,113502202.0,2844.0,0
1708182261,,,,,,,,,,,113502202.0,2844.0,0
1708182266,,,,,,,,,,,113502202.0,2844.0,0
1708182271,,,,,,,,,,,123710102.0,2842.0,0
1708182276,,,,,,,,,,,123710102.0,2842.0,0
1708182281,,,,,,,,,,,123710102.0,2842.0,0
1708182286,,,,,,,,,,,123710102.0,2842.0,0
1708182291,,,,,,,,,,,123710102.0,2842.0,0
1708182296,,,,,,,,,,,123710102.0,2842.0,0
1708182301,,,,,,,,,,,123710102.0,2842.0,0
1708182306,,,,,,,,,,,123710102.0,2842.0,0
1708182311,,,,,,,,,,,123710102.0,2842.0,0
1708182316,,,,,,,,,,,123710102.0,2842.0,0
1708182321,,,,,,,,,,,123710102.0,2842.0,0
1708182326,,,,,,,,,,,123710102.0,2842.0,0
1708182331,,,,,,,,,,,112862534.0,2638.0,0
1708182336,,,,,,,,,,,112862534.0,2638.0,0
1708182341,,,,,,,,,,,112862534.0,2638.0,0
1708182346,,,,,,,,,,,112862534.0,2638.0,0
1708182351,,,,,,,,,,,112862534.0,2638.0,0
1708182356,,,,,,,,,,,112862534.0,2638.0,0
1708182361,,,,,,,,,,,112862534.0,2638.0,0
1708182366,,,,,,,,,,,112862534.0,2638.0,0
1708182371,,,,,,,,,,,112862534.0,2638.0,0
1708182376,,,,,,,,,,,112862534.0,2638.0,0
1708182381,,,,,,,,,,,112862534.0,2638.0,0
1708182386,,,,,,,,,,,101652460.0,2133.0,0
1708182391,,,,,,,,,,,101652460.0,2133.0,0
1708182396,,,,,,,,,,,101652460.0,2133.0,0
1708182401,,,,,,,,,,,101652460.0,2133.0,0
1708182406,,,,,,,,,,,101652460.0,2133.0,0
1708182411,,,,,,,,,,,101652460.0,2133.0,0
1708182416,,,,,,,,,,,101652460.0,2133.0,0
1708182421,,,,,,,,,,,101652460.0,2133.0,0
