Time,Parallelism,Throughput_OUT,Throughput_IN
1708180704,1.0,0.0,0.0
1708180709,1.0,0.0,0.0
1708180714,1.0,26.35,524.7166666666
1708180719,1.0,44.0666666667,851.3333333333
1708180724,1.0,44.0666666667,851.3333333333
1708180729,1.0,44.0666666667,851.3333333333
1708180734,1.0,44.0666666667,3867.3
1708180739,1.0,62.9833333333,5044.21666667
1708180744,1.0,62.9833333333,9786.06666666
1708180749,1.0,62.9833333333,14963.85
1708180754,1.0,62.9833333333,19456.51666666
1708180759,1.0,252.7333333333,23846.18333333
1708180764,1.0,1605.4833333333,27671.43333333
1708180769,1.0,5420.35,27671.43333333
1708180774,1.0,6267.46666667,31646.15
1708180779,1.0,9259.38333333,33758.03333332999
1708180784,1.0,13774.96666666,33758.03333332999
1708180789,1.0,18390.48333333,33758.03333332999
1708180794,1.0,23071.18333333,30742.06666666
1708180799,1.0,24239.0,32042.25
1708180804,1.0,26174.83333333,31241.23333333
1708180809,1.0,31064.05,26063.45
1708180814,1.0,35469.15,21570.78333333
1708180819,1.0,40044.6,17181.11666666
1708180824,1.0,43129.81666666,13355.86666666
1708180829,1.0,40452.75,16720.15
1708180834,1.0,39579.28333332999,17674.83333333
1708180839,1.0,36569.65,21039.05
1708180844,1.0,32054.06666666,26024.4
1708180849,1.0,27438.55,32366.08333333
1708180854,1.0,22757.85,37697.58333333
1708180859,1.0,24011.61666666,37020.01666666
1708180864,1.0,22892.0,34351.71666666
1708180869,1.0,19665.95,34351.71666666
1708180874,1.0,15260.85,39145.83333333
1708180879,1.0,10495.65,45842.33333333
1708180884,1.0,6057.68333333,51535.3
1708180889,1.0,4919.88333333,53273.63333333
1708180894,1.0,4919.88333333,54362.81666666
1708180899,1.0,4919.88333333,53767.91666666
1708180904,1.0,6643.93333333,52860.0
1708180909,1.0,8980.45,48922.06666666
1708180914,1.0,9703.66666666,47990.05
1708180919,1.0,11836.88333333,46190.51666666
1708180924,1.0,15452.66666666,44917.98333333
1708180929,1.0,16965.23333333,45408.86666666
1708180934,1.0,18745.08333333,41445.56666666
1708180939,1.0,18745.08333333,36417.46666666
1708180944,1.0,18745.08333333,36184.61666666
