,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737220505000,0.0
1737220510000,413.25
1737220515000,2634.0
1737220520000,2648.1
1737220525000,7961.2
1737220530000,18124.66666666
1737220535000,22647.65
1737220540000,26037.433333330002
1737220545000,26927.333333330003
1737220550000,31310.683333330002
1737220555000,31310.683333330002
1737220560000,31735.816666659997
1737220565000,37399.65
1737220570000,36986.4
1737220575000,39730.466666659995
1737220580000,41010.216666659995
1737220585000,36005.33333333
1737220590000,30977.61666666
1737220595000,26454.633333330003
1737220600000,28809.383333330003
1737220605000,27919.48333333
1737220610000,25222.333333330003
1737220615000,26551.35
1737220620000,34864.68333333
1737220625000,36876.31666666
1737220630000,41460.66666666
1737220635000,38172.83333333
1737220640000,38030.08333333
1737220645000,42076.76666666
1737220650000,36941.01666666
1737220655000,42960.16666666
1737220660000,37215.63333333
1737220665000,38462.85
1737220670000,36776.65
1737220675000,40963.7
1737220680000,38027.9
1737220685000,36734.66666666
1737220690000,38247.11666666
1737220695000,42389.35
1737220700000,46781.58333333
1737220705000,47448.21666666
1737220710000,47921.05
1737220715000,43787.95
1737220720000,48231.28333333
1737220725000,46984.06666666
1737220730000,47572.116666660004
1737220735000,42056.05
1737220740000,39161.733333330005
1737220745000,
