,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737220505000,1000.0
1737220510000,279.0
1737220515000,331.0
1737220520000,224.0
1737220525000,387.0
1737220530000,510.0
1737220535000,592.0
1737220540000,650.0
1737220545000,694.0
1737220550000,728.0
1737220555000,755.0
1737220560000,778.0
1737220565000,796.0
1737220570000,856.0
1737220575000,908.0
1737220580000,990.0
1737220585000,1000.0
1737220590000,1000.0
1737220595000,1000.0
1737220600000,1000.0
1737220605000,1000.0
1737220610000,1000.0
1737220615000,1000.0
1737220620000,1000.0
1737220625000,1000.0
1737220630000,1000.0
1737220635000,1000.0
1737220640000,1000.0
1737220645000,1000.0
1737220650000,1000.0
1737220655000,1000.0
1737220660000,1000.0
1737220665000,1000.0
1737220670000,1000.0
1737220675000,1000.0
1737220680000,1000.0
1737220685000,1000.0
1737220690000,1000.0
1737220695000,1000.0
1737220700000,1000.0
1737220705000,1000.0
1737220710000,1000.0
1737220715000,1000.0
1737220720000,1000.0
1737220725000,1000.0
1737220730000,1000.0
1737220735000,1000.0
1737220740000,1000.0
1737220745000,
