Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,13236.244569285242,473.274392831832,
2,26639.979814808623,770.407596683307,31758.0
3,37158.29943819336,1282.4858983544893,46908.0
4,44790.78576777771,1525.3580085588949,52924.0
5,55328.07518937946,1853.141648923895,61666.0
6,59634.07546814736,2002.0937086214858,73902.0
7,66259.6565542862,2124.843242707275,79290.0
8,61285.82209300188,1841.5971673388444,85701.0
