,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736792025000,8.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,8.0,6.0,416.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792030000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,6642000.0,111.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792035000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,2304000.0,111.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792040000,10.0,19.0,,1.0,0.0,0.0,11.0,1.0,,0.0,10.0,9.0,2304000.0,4065.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792045000,9.0,20.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,9.0,502.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792050000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,6.0,112.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792055000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,5274000.0,125.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792060000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,2.0,111.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792065000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,2304000.0,202.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792070000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,2304000.0,202.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792075000,9.0,20.0,,0.0,0.0,0.0,9.0,0.0,,0.0,9.0,9.0,4.0,155.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792080000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,2304000.0,112.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792085000,9.0,20.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,2304000.0,79833.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792090000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,13680000.0,502.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792095000,9.0,19.0,,1.0,0.0,0.0,9.0,1.0,,0.0,9.0,9.0,2304000.0,502.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792100000,9.0,19.0,,0.0,0.0,0.0,9.0,0.0,,0.0,9.0,9.0,4.0,1025.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792105000,9.0,19.0,,0.0,0.0,0.0,10.0,0.0,,0.0,9.0,9.0,9.0,680.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792110000,0.0,5.0,,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,70.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792115000,,,,,,,,,,,,,,,,,,
1736792140000,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,29647000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792145000,9.0,19.0,19.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,9.0,78.0,182.0,22.0,2423000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792150000,9.0,2.0,19.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,9.0,204.0,22.0,118.0,6.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792155000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,2.0,2.0,0.0,9.0,9.0,46827000.0,148.0,118.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792160000,9.0,19.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,9.0,9.0,3789000.0,148.0,223.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792165000,9.0,19.0,17.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,7182000.0,131.0,16.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792170000,9.0,19.0,17.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,131.0,16.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792175000,9.0,18.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2394000.0,420.0,48.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792180000,9.0,20.0,11.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,9.0,1.0,149.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792185000,9.0,18.0,20.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,20916000.0,167.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792190000,9.0,18.0,20.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,167.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792195000,10.0,18.0,18.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,180.0,20.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792200000,9.0,19.0,18.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,50.0,20.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792205000,9.0,19.0,7.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,9.0,9.0,2304000.0,50.0,177.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792210000,9.0,17.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,5805000.0,336.0,29.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792215000,9.0,17.0,0.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,336.0,29594000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792220000,9.0,19.0,19.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,9.0,0.0,113.0,14.0,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792225000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,202.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792230000,9.0,5.0,19.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,9.0,0.0,170.0,40.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792235000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,106.0,40.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792240000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,106.0,177.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792245000,9.0,12.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,9.0,9.0,2484000.0,3466.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792250000,9.0,19.0,6.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,3492000.0,154.0,29647000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792255000,9.0,18.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,6624000.0,202.0,25.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792260000,9.0,18.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,202.0,25.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792265000,9.0,19.0,19.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,9.0,9.0,1.0,121.0,13.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792270000,9.0,19.0,0.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,224.0,11062.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792275000,9.0,9.0,19.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,9.0,9.0,0.0,114.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792280000,9.0,19.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,136.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792285000,9.0,19.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,2304000.0,136.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792290000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,3609000.0,224.0,461.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792295000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,224.0,461.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792300000,9.0,17.0,19.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,9.0,1.0,1.0,184.0,61.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792305000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,226.0,61.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792310000,9.0,17.0,3.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,2934000.0,371.0,35.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792315000,1.0,13.0,19.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,121.0,12.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792320000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2574000.0,143.0,12.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792325000,9.0,2.0,19.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,9.0,3.0,88.0,9.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792330000,9.0,19.0,19.0,1.0,0.0,0.0,12.0,2.0,1.0,0.0,9.0,9.0,2304000.0,167.0,9.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792335000,9.0,19.0,9.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,2304000.0,167.0,126.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792340000,9.0,18.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,3996000.0,100.0,17.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792345000,9.0,18.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,9.0,2304000.0,100.0,5921.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792350000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,4.0,1.0,0.0,9.0,9.0,4401000.0,144.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792355000,9.0,19.0,19.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,9.0,9.0,2304000.0,144.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792360000,2.0,10.0,19.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,9.0,0.0,14.0,14.0,1119.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792365000,9.0,19.0,19.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,9.0,9.0,2304000.0,223.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792370000,9.0,9.0,14.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,9.0,9.0,7.0,77683.0,217.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792375000,9.0,18.0,4.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,9.0,9.0,2304000.0,160.0,22.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792380000,9.0,19.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,9.0,9.0,2988000.0,205.0,18.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792385000,9.0,17.0,,1.0,0.0,0.0,12.0,1.0,,0.0,9.0,9.0,3330000.0,164.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736792390000,,,,,,,,,,,,,,,,,,
