Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,1000.0,,0.0,0.0,-1.0,655.0,1
5,0.0,,155.0,,0.0,0.0,22637.0,978.0,1
10,1585.85,,572.0,,361.0,381.0,60497.0,1339.0,1
15,2872.5166666666,,547.0,,390.0,410.0,2978910.0,466.0,1
20,7024.9,,629.0,,460.0,478.0,5981266.0,1840.0,1
25,9790.783333329999,,703.0,,549.0,581.0,5659018.0,738.0,1
30,15723.966666659999,,753.0,,593.0,639.0,10139613.0,738.0,1
35,15723.966666659999,,788.0,,651.0,691.0,10139613.0,9243.0,1
40,18021.78333333,,815.0,,864.0,898.0,19751787.0,737.0,1
45,21524.4,,835.0,,866.0,899.0,10912211.0,737.0,1
50,21524.4,,852.0,,879.0,909.0,10912211.0,737.0,1
55,22824.93333333,,865.0,,1000.0,1000.0,10912211.0,742.0,1
60,28135.53333333,,877.0,,1000.0,1000.0,10355150.0,742.0,1
65,28135.53333333,,947.0,,1000.0,1000.0,10355150.0,742.0,1
70,26549.683333330002,,948.0,,1000.0,1000.0,10355150.0,11466.0,1
75,28447.66666666,,990.0,,1000.0,1000.0,18263039.0,598.0,1
80,27369.883333330003,,1000.0,,1000.0,1000.0,8151363.0,598.0,1
85,24604.0,,1000.0,,1000.0,1000.0,8151363.0,11370.0,1
90,20945.78333333,,1000.0,,1000.0,1000.0,15174642.0,503.0,1
95,25164.633333330003,,1000.0,,1000.0,1000.0,6706526.0,503.0,1
