Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
100,22866.816666659997,,1000.0,,1000.0,1000.0,6706526.0,503.0,1
105,20835.55,,1000.0,,1000.0,1000.0,6706526.0,544.0,1
110,24718.266666659998,,1000.0,,1000.0,1000.0,8451242.0,1971.0,1
115,29325.16666666,,1000.0,,1000.0,1000.0,15320351.0,1840.0,1
120,27656.73333333,,1000.0,,1000.0,1000.0,27861646.0,1639.0,1
125,30096.36666666,,1000.0,,1000.0,1000.0,17806322.0,1639.0,1
130,30096.36666666,,1000.0,,1000.0,1000.0,17806322.0,1509.0,1
135,30297.55,,1000.0,,1000.0,1000.0,31734607.0,1352.0,1
140,29514.433333330002,,1000.0,,1000.0,1000.0,27873196.0,1352.0,1
145,29514.433333330002,,1000.0,,1000.0,1000.0,27873196.0,1146.0,1
150,31510.883333330003,,1000.0,,1000.0,1000.0,25446658.0,883.0,1
155,28999.3,,1000.0,,1000.0,1000.0,14766406.0,883.0,1
160,29391.35,,1000.0,,1000.0,1000.0,14766406.0,1149.0,1
165,33376.11666666,,1000.0,,1000.0,1000.0,21590691.0,1149.0,1
170,29493.4,,1000.0,,1000.0,1000.0,21590691.0,1149.0,1
175,24123.46666666,,1000.0,,1000.0,1000.0,21590691.0,9594.0,1
180,21407.05,,1000.0,,1000.0,1000.0,20772773.0,649.0,1
185,23401.73333333,,1000.0,,1000.0,1000.0,7138257.0,898.0,1
190,29009.23333333,,1000.0,,1000.0,1000.0,14859167.0,898.0,1
195,27017.1,,1000.0,,1000.0,1000.0,14859167.0,1039.0,1
200,29082.55,,1000.0,,1000.0,1000.0,16939745.0,1039.0,1
205,29082.55,,1000.0,,1000.0,1000.0,16939745.0,7239.0,1
210,26882.516666659998,,1000.0,,1000.0,1000.0,23232729.0,851.0,1
215,29116.28333333,,1000.0,,1000.0,1000.0,20784916.0,851.0,1
220,28724.23333333,,1000.0,,1000.0,1000.0,20784916.0,785.0,1
225,27522.9,,1000.0,,1000.0,1000.0,21544822.0,1077.0,1
230,28693.35,,1000.0,,1000.0,1000.0,24304422.0,1077.0,1
235,28155.85,,1000.0,,1000.0,1000.0,24304422.0,652.0,1
240,28969.066666659997,,1000.0,,1000.0,1000.0,21645487.0,1070.0,1
245,27991.2,,1000.0,,1000.0,1000.0,20683373.0,1411.0,1
250,,,,,,,17464527.0,,0
275,0.0,0.0,1000.0,1000.0,0.0,0.0,,-1.0,2
280,0.0,3736.33333333,1000.0,929.0,0.0,0.0,,-1.0,2
285,3750.03333333,5433.21666667,812.0,964.0,1000.0,1000.0,-1.0,692.0,2
290,6486.1,6445.266666670001,851.0,976.0,1000.0,1000.0,19502843.0,692.0,2
295,6486.1,6457.65,901.0,982.0,1000.0,1000.0,19502843.0,692.0,2
300,8113.95,9735.9,926.0,968.0,1000.0,1000.0,19502843.0,753.0,2
305,9735.98333333,9735.9,941.0,973.0,1000.0,1000.0,17944209.0,753.0,2
310,9735.98333333,10099.76666666,951.0,977.0,1000.0,1000.0,17944209.0,8864.0,2
315,10412.65,13599.18333333,958.0,953.0,1000.0,1000.0,20154273.0,435.0,2
320,14016.783333329999,16339.25,963.0,943.0,1000.0,1000.0,4950136.0,1851.0,2
325,16419.766666659998,16339.25,967.0,949.0,1000.0,1000.0,14353929.0,1851.0,2
330,16684.96666666,19480.1,971.0,934.0,1000.0,1000.0,14353929.0,875.0,2
335,19531.95,19480.1,973.0,940.0,1000.0,1000.0,21952431.0,875.0,2
340,19531.95,16672.2,976.0,927.0,1000.0,1000.0,21952431.0,8752.0,2
345,18246.766666659998,16935.2,991.0,917.0,1000.0,1000.0,19526197.0,871.0,2
350,15985.75,15923.15,1000.0,917.0,1000.0,1000.0,26001866.0,871.0,2
355,16405.45,18877.45,1000.0,896.0,1000.0,1000.0,26001866.0,647.0,2
360,17332.65,15599.2,1000.0,904.0,1000.0,1000.0,23974019.0,647.0,2
365,15710.616666659998,17984.63333333,1000.0,904.0,1000.0,1000.0,23974019.0,420.0,2
370,18517.066666659997,18058.6,994.0,902.0,1000.0,1000.0,13160774.0,420.0,2
375,17840.4,15198.81666666,994.0,913.0,1000.0,1000.0,13160774.0,7960.0,2
380,14921.016666659998,13695.33333333,994.0,922.0,1000.0,1000.0,21358104.0,805.0,2
385,16471.78333333,16381.06666666,994.0,912.0,1000.0,1000.0,7735933.0,805.0,2
390,17781.55,16102.16666666,994.0,921.0,1000.0,1000.0,7735933.0,830.0,2
395,16215.16666666,16102.16666666,994.0,921.0,1000.0,1000.0,23534733.0,830.0,2
400,16470.95,18131.35,994.0,934.0,1000.0,1000.0,23534733.0,609.0,2
405,16729.96666666,16171.466666659999,994.0,944.0,1000.0,1000.0,20525111.0,609.0,2
410,16254.91666666,18248.66666666,994.0,910.0,1000.0,1000.0,20525111.0,900.0,2
415,19173.08333333,16533.33333333,994.0,924.0,1000.0,1000.0,33840088.0,1054.0,2
420,16618.03333333,16810.516666659998,994.0,924.0,1000.0,1000.0,19626275.0,9169.0,2
425,18964.566666659997,16744.03333333,986.0,923.0,1000.0,1000.0,20840881.0,810.0,2
430,16410.816666659997,16306.2,993.0,924.0,1000.0,1000.0,28285980.0,810.0,2
435,16695.233333329998,18545.38333333,993.0,920.0,1000.0,1000.0,28285980.0,571.0,2
440,18626.08333333,17308.8,993.0,922.0,1000.0,1000.0,23756798.0,571.0,2
445,14672.33333333,15120.58333333,993.0,932.0,1000.0,1000.0,23756798.0,8492.0,2
450,14666.68333333,17101.5,993.0,925.0,1000.0,1000.0,32114342.0,664.0,2
455,17531.33333333,17470.58333333,993.0,925.0,1000.0,1000.0,20541946.0,664.0,2
460,17275.55,16289.18333333,993.0,929.0,1000.0,1000.0,20541946.0,412.0,2
465,17398.266666659998,17328.7,990.0,928.0,1000.0,1000.0,12463063.0,412.0,2
470,17398.266666659998,15515.68333333,990.0,962.0,1000.0,1000.0,12463063.0,412.0,2
475,15987.58333333,16793.43333333,990.0,965.0,1000.0,1000.0,12463063.0,656.0,2
480,16881.983333329998,16516.25,990.0,965.0,1000.0,1000.0,9908476.0,656.0,2
485,15917.93333333,17313.18333333,985.0,963.0,1000.0,1000.0,9908476.0,533.0,2
490,17381.28333333,17313.18333333,985.0,963.0,1000.0,1000.0,21881344.0,533.0,2
495,17096.86666666,17431.05,985.0,958.0,1000.0,1000.0,21881344.0,687.0,2
500,17505.86666666,17431.05,984.0,958.0,1000.0,1000.0,12441291.0,687.0,2
505,17505.86666666,17884.28333333,984.0,958.0,1000.0,1000.0,12441291.0,9531.0,2
510,16925.816666659997,13829.616666659998,980.0,972.0,1000.0,1000.0,21118780.0,343.0,2
515,15441.91666666,15717.0,980.0,963.0,1000.0,1000.0,4903021.0,507.0,2
520,17882.233333329998,,980.0,,1000.0,1000.0,12163478.0,650.0,1
525,,,,,,,13488707.0,,0
255,,,,,,,,,0
530,,,,,,,,,0
