,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1736784700000,-9.223372036854775e+18
1736784705000,-9.223372036854775e+18
1736784710000,-9.223372036854775e+18
1736784715000,-9.223372036854775e+18
1736784720000,-9.223372036854775e+18
1736784725000,-9.223372036854775e+18
1736784730000,-9.223372036854775e+18
1736784735000,-9.223372036854775e+18
1736784740000,-9.223372036854775e+18
1736784745000,-9.223372036854775e+18
1736784750000,-9.223372036854775e+18
1736784755000,-9.223372036854775e+18
1736784760000,-9.223372036854775e+18
1736784765000,-9.223372036854775e+18
1736784770000,-9.223372036854775e+18
1736784775000,-9.223372036854775e+18
1736784780000,-9.223372036854775e+18
1736784785000,-9.223372036854775e+18
1736784790000,-9.223372036854775e+18
1736784795000,-9.223372036854775e+18
1736784800000,-9.223372036854775e+18
1736784805000,-9.223372036854775e+18
1736784810000,-9.223372036854775e+18
1736784815000,-9.223372036854775e+18
1736784820000,-9.223372036854775e+18
1736784825000,-9.223372036854775e+18
1736784830000,-9.223372036854775e+18
1736784835000,-9.223372036854775e+18
1736784840000,-9.223372036854775e+18
1736784845000,-9.223372036854775e+18
1736784850000,-9.223372036854775e+18
1736784855000,-9.223372036854775e+18
1736784860000,-9.223372036854775e+18
1736784865000,-9.223372036854775e+18
1736784870000,-9.223372036854775e+18
1736784875000,-9.223372036854775e+18
1736784880000,-9.223372036854775e+18
1736784885000,-9.223372036854775e+18
1736784890000,-9.223372036854775e+18
1736784895000,-9.223372036854775e+18
1736784900000,-9.223372036854775e+18
1736784905000,-9.223372036854775e+18
1736784910000,-9.223372036854775e+18
1736784915000,
1736784955000,-9.223372036854776e+18
1736784960000,-9.223372036854776e+18
1736784965000,-9.223372036854776e+18
1736784970000,-9.223372036854776e+18
1736784975000,-9.223372036854776e+18
1736784980000,-9.223372036854776e+18
1736784985000,-9.223372036854776e+18
1736784990000,-9.223372036854776e+18
1736784995000,-9.223372036854776e+18
1736785000000,-9.223372036854776e+18
1736785005000,-9.223372036854776e+18
1736785010000,-9.223372036854776e+18
1736785015000,-9.223372036854776e+18
1736785020000,-9.223372036854776e+18
1736785025000,-9.223372036854776e+18
1736785030000,-9.223372036854776e+18
1736785035000,-9.223372036854776e+18
1736785040000,-9.223372036854776e+18
1736785045000,-9.223372036854776e+18
1736785050000,-9.223372036854776e+18
