Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,18890.808333330042,786.5360457078559,
2,37951.39465811338,1198.3944866012437,44832.0
3,55153.83508770978,1527.7304276133505,65240.0
4,73256.10855854693,2217.3974389166724,80732.0
5,82769.6217948558,2702.371199659879,101307.0
6,96055.08728068336,2607.7756535260446,110019.0
7,101399.43059358606,3131.4910572170993,114251.0
