,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737199415000,1000.0
1737199420000,1000.0
1737199425000,844.0
1737199430000,489.0
1737199435000,568.0
1737199440000,655.0
1737199445000,722.0
1737199450000,767.0
1737199455000,798.0
1737199460000,823.0
1737199465000,843.0
1737199470000,859.0
1737199475000,872.0
1737199480000,882.0
1737199485000,895.0
1737199490000,968.0
1737199495000,991.0
1737199500000,997.0
1737199505000,998.0
1737199510000,999.0
1737199515000,1000.0
1737199520000,1000.0
1737199525000,1000.0
1737199530000,1000.0
1737199535000,1000.0
1737199540000,1000.0
1737199545000,1000.0
1737199550000,1000.0
1737199555000,1000.0
1737199560000,1000.0
1737199565000,1000.0
1737199570000,1000.0
1737199575000,1000.0
1737199580000,1000.0
1737199585000,1000.0
1737199590000,1000.0
1737199595000,1000.0
1737199600000,1000.0
1737199605000,1000.0
1737199610000,1000.0
1737199615000,1000.0
1737199620000,1000.0
1737199625000,1000.0
1737199630000,1000.0
1737199635000,1000.0
1737199640000,1000.0
1737199645000,1000.0
1737199650000,1000.0
1737199655000,
