,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737199415000,0.0
1737199420000,0.0
1737199425000,1790.6166666666
1737199430000,2316.05
1737199435000,5257.31666667
1737199440000,11451.283333329999
1737199445000,12062.06666666
1737199450000,16270.716666659999
1737199455000,19594.4
1737199460000,23092.03333333
1737199465000,27191.4
1737199470000,32816.91666666
1737199475000,34805.7
1737199480000,38646.95
1737199485000,42785.63333333
1737199490000,42260.2
1737199495000,40368.68333333
1737199500000,38620.68333333
1737199505000,38009.9
1737199510000,33801.25
1737199515000,31612.45
1737199520000,30432.133333330003
1737199525000,28112.016666659998
1737199530000,28417.883333330003
1737199535000,32268.183333330002
1737199540000,30635.46666666
1737199545000,29966.86666666
1737199550000,34151.26666666
1737199555000,37557.53333333
1737199560000,37314.216666659995
1737199565000,42058.75
1737199570000,46159.0
1737199575000,46567.866666660004
1737199580000,44250.55
1737199585000,42471.3
1737199590000,36539.91666666
1737199595000,32925.0
1737199600000,36094.65
1737199605000,36640.233333330005
1737199610000,34941.08333333
1737199615000,35187.466666659995
1737199620000,36004.4
1737199625000,36603.65
1737199630000,36229.93333333
1737199635000,38113.68333333
1737199640000,43304.51666666
1737199645000,43979.05
1737199650000,43979.05
1737199655000,
