,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737502885000,0.0
1737502890000,0.0
1737502895000,0.0
1737502900000,0.0
1737502905000,277.6666666666
1737502910000,327.9333333333
1737502915000,1397.1
1737502920000,6593.4
1737502925000,14821.5
1737502930000,14821.5
1737502935000,22618.516666659998
1737502940000,22618.516666659998
1737502945000,22618.516666659998
1737502950000,25747.933333330002
1737502955000,28581.4
1737502960000,28581.4
1737502965000,28326.28333333
1737502970000,34429.81666666
1737502975000,33360.65
1737502980000,29425.333333330003
1737502985000,26486.7
1737502990000,26486.7
1737502995000,24363.683333330002
1737503000000,24363.683333330002
1737503005000,27009.4
1737503010000,29487.05
1737503015000,32471.28333333
1737503020000,38606.01666666
1737503025000,38760.966666659995
1737503030000,34744.86666666
1737503035000,38372.76666666
1737503040000,37111.78333333
1737503045000,37941.983333330005
1737503050000,37941.983333330005
1737503055000,38053.56666666
1737503060000,38744.68333333
1737503065000,37548.7
1737503070000,31941.633333330003
1737503075000,33588.58333333
1737503080000,33318.15
1737503085000,34411.8
1737503090000,37683.35
1737503095000,34055.45
1737503100000,40313.13333333
1737503105000,34193.466666659995
1737503110000,39680.45
1737503115000,33894.86666666
1737503120000,35832.8
1737503125000,37831.93333333
1737503130000,
