,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737502885000,1000.0
1737502890000,283.0
1737502895000,125.0
1737502900000,74.0
1737502905000,59.0
1737502910000,49.0
1737502915000,88.0
1737502920000,209.0
1737502925000,305.0
1737502930000,382.0
1737502935000,444.0
1737502940000,495.0
1737502945000,537.0
1737502950000,596.0
1737502955000,683.0
1737502960000,768.0
1737502965000,850.0
1737502970000,933.0
1737502975000,993.0
1737502980000,999.0
1737502985000,1000.0
1737502990000,1000.0
1737502995000,1000.0
1737503000000,1000.0
1737503005000,1000.0
1737503010000,1000.0
1737503015000,1000.0
1737503020000,1000.0
1737503025000,1000.0
1737503030000,1000.0
1737503035000,1000.0
1737503040000,1000.0
1737503045000,1000.0
1737503050000,1000.0
1737503055000,1000.0
1737503060000,1000.0
1737503065000,1000.0
1737503070000,1000.0
1737503075000,1000.0
1737503080000,1000.0
1737503085000,1000.0
1737503090000,1000.0
1737503095000,1000.0
1737503100000,1000.0
1737503105000,1000.0
1737503110000,1000.0
1737503115000,1000.0
1737503120000,1000.0
1737503125000,1000.0
1737503130000,
