Parallelism,Throughput_min,Throughput_max,Throughput_mean
1,3580.741904762566,4068.821839080559,3850.720344102587
2,5232.779411764566,6985.523232323409,5882.992179524399
3,4024.019892473045,7581.708602149068,5752.406207212817
