,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1737108270000,,0.0,,,,,,
1737108275000,0.0,0.0,,,,,,
1737108280000,36.5166666667,31.55,,,,,,
1737108285000,255.9833333333,258.35,,,,,,
1737108290000,1295.3,1192.6166666666,,,,,,
1737108295000,3181.8833333333,3000.1666666665997,,,,,,
1737108300000,5165.58333333,5138.13333333,,,,,,
1737108305000,7230.383333329999,7197.81666666,,,,,,
1737108310000,9611.73333333,9405.16666666,,,,,,
1737108315000,9662.98333333,9623.73333333,,,,,,
1737108320000,11322.383333329999,11163.51666666,,,,,,
1737108325000,14726.25,14580.45,,,,,,
1737108330000,14726.25,14580.45,,,,,,
1737108335000,15123.3,15016.58333333,,,,,,
1737108340000,18088.11666666,18031.25,,,,,,
1737108345000,17868.65,17804.45,,,,,,
1737108350000,16829.33333333,16870.18333333,,,,,,
1737108355000,18326.88333333,18405.05,,,,,,
1737108360000,16343.18333333,16267.08333333,,,,,,
1737108365000,14278.383333329999,14207.4,,,,,,
1737108370000,14762.25,14736.2,,,,,,
1737108375000,15870.08333333,15911.5,,,,,,
1737108380000,14210.68333333,14371.716666659999,,,,,,
1737108385000,10806.81666666,10954.783333329999,,,,,,
1737108390000,12973.9,13042.2,,,,,,
1737108395000,17167.85,16893.95,,,,,,
1737108400000,18811.28333333,18708.983333329998,,,,,,
1737108405000,21781.016666659998,21649.85,,,,,,
1737108410000,23047.58333333,22935.93333333,,,,,,
