,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1722074105000,14855.9,15413.283333329999,14679.83333333,14696.73333333,15374.18333333,15365.133333329999,14694.216666659999,14672.73333333,14696.31666666,14729.466666659999,
1722074110000,14017.65,14711.4,13853.18333333,13893.616666659998,14627.466666659999,14618.75,13934.91666666,13795.866666659998,13906.98333333,13920.58333333,
1722074115000,13157.68333333,13860.1,13012.66666666,13054.48333333,13822.466666659999,13745.8,13147.15,12998.616666659998,13082.866666659998,13116.266666659998,
1722074120000,12304.1,13099.783333329999,12189.4,12275.466666659999,12965.5,12906.95,12320.216666659999,12196.266666659998,12315.2,12295.783333329999,
1722074125000,11538.266666659998,12268.716666659999,11455.98333333,11472.05,12191.9,12092.16666666,11510.6,11435.48333333,11524.16666666,11503.43333333,
1722074130000,10736.3,11486.93333333,10625.31666666,10640.58333333,11403.83333333,11370.4,10678.15,10587.51666666,10707.91666666,10685.4,
1722074135000,10006.51666666,10667.25,10007.21666666,10005.783333329999,10576.91666666,10526.783333329999,10008.66666666,9994.05,10007.73333333,10000.6,
1722074140000,10002.58333333,10007.76666666,9999.783333329999,9999.23333333,10008.65,10007.36666666,10001.283333329999,9999.23333333,10000.08333333,10005.1,
1722074145000,10001.11666666,9999.95,10001.783333329999,10014.01666666,9999.23333333,10001.48333333,10001.58333333,10000.133333329999,10005.6,10000.1,
1722074150000,9999.18333333,10010.83333333,10001.48333333,10000.11666666,10000.133333329999,10000.2,9999.133333329999,9999.18333333,9999.18333333,10001.33333333,
1722074155000,10000.43333333,9999.83333333,10000.43333333,10000.45,10001.33333333,9999.18333333,10000.48333333,10000.45,10000.45,10000.8,
1722074160000,10000.0,10000.98333333,9999.96666666,9999.95,10000.43333333,10000.45,9999.95,9999.95,10001.283333329999,9998.2,
1722074165000,10001.0,10000.05,9996.883333329999,9999.96666666,9996.91666666,9996.91666666,9996.7,9996.86666666,10000.21666666,9994.4,
1722074170000,10000.883333329999,10000.51666666,10001.35,9999.68333333,10013.7,10013.68333333,10001.35,9993.11666666,10000.71666666,10001.15,
1722074175000,9999.86666666,10001.55,10001.8,9999.48333333,9999.7,9999.7,10001.783333329999,10002.05,10001.48333333,10002.23333333,
1722074180000,10000.1,10001.45,10001.18333333,9999.35,9996.31666666,9996.25,10001.18333333,10001.08333333,10000.51666666,9995.36666666,
1722074185000,9999.05,9998.133333329999,9999.25,10000.16666666,10000.26666666,9998.98333333,9999.25,10002.3,10003.25,10000.16666666,
1722074190000,9999.76666666,9999.43333333,10000.55,9999.71666666,10000.08333333,10000.08333333,10000.533333329999,10005.15,10005.25,10003.86666666,
1722074195000,9999.85,10002.46666666,9999.55,9999.633333329999,10000.31666666,10000.31666666,10002.91666666,10008.01666666,10002.383333329999,10000.883333329999,
1722074200000,10001.58333333,10002.83333333,9999.35,10000.73333333,10003.133333329999,9999.95,9999.35,10004.66666666,10001.7,9992.033333329999,
1722074205000,9999.71666666,9997.58333333,10000.16666666,10000.31666666,10007.66666666,10008.1,10003.46666666,10002.1,10000.01666666,10000.033333329999,
1722074210000,10002.6,10003.06666666,10003.16666666,10002.85,10000.2,10000.11666666,10005.86666666,9999.98333333,9999.98333333,10005.51666666,
1722074215000,10004.75,9999.98333333,10009.0,10005.51666666,10000.31666666,10002.08333333,10006.2,10002.58333333,10002.56666666,10001.25,
1722074220000,10000.5,10002.55,10002.66666666,10000.21666666,10002.58333333,10005.41666666,10000.21666666,10000.25,9999.43333333,10003.61666666,
1722074225000,9999.16666666,9999.65,10000.3,10000.2,10000.2,10000.2,10000.23333333,10000.21666666,10000.23333333,10002.71666666,
1722074230000,9995.41666666,9998.06666666,9991.71666666,9994.58333333,9998.96666666,10000.21666666,9991.7,9998.2,9993.7,10001.783333329999,
1722074235000,9998.35,9996.21666666,9994.85,9997.43333333,9996.33333333,9996.35,9994.98333333,9993.2,9997.21666666,9997.81666666,
1722074240000,10000.0,9997.18333333,9998.36666666,10000.56666666,9997.51666666,10000.36666666,9998.35,9995.18333333,10001.71666666,10001.81666666,
1722074245000,9997.35,10006.35,10000.33333333,10000.0,10001.33333333,10001.33333333,10000.33333333,10000.43333333,9999.883333329999,10003.533333329999,
1722074250000,10000.08333333,10000.95,10000.1,10000.18333333,9999.95,9999.95,10000.11666666,10002.31666666,10001.16666666,10001.08333333,
1722074255000,10000.283333329999,9999.83333333,10000.06666666,10000.15,10000.05,10000.05,10000.06666666,10003.0,10002.93333333,10000.45,
1722074260000,10000.56666666,10000.383333329999,10000.55,10000.16666666,10000.06666666,10000.06666666,10000.55,10001.98333333,10000.4,10010.33333333,
1722074265000,9999.43333333,10005.41666666,9999.5,9999.26666666,10003.5,10001.283333329999,9999.5,10004.91666666,10001.11666666,9999.81666666,
1722074270000,9999.96666666,10000.75,9998.7,10000.18333333,10000.66666666,10000.66666666,9998.71666666,10003.83333333,9999.75,9999.26666666,
1722074275000,10000.05,9999.76666666,9999.5,10000.35,10000.81666666,9999.08333333,10000.43333333,9997.71666666,9996.95,9999.48333333,
1722074280000,10005.7,9996.95,9998.73333333,9998.75,9998.43333333,9998.633333329999,10001.18333333,9998.73333333,9999.68333333,9996.76666666,
1722074285000,10000.883333329999,10006.43333333,10004.7,10001.86666666,9998.76666666,10003.3,10002.1,9999.93333333,9997.31666666,10002.133333329999,
1722074290000,10002.4,10006.26666666,10005.4,10004.06666666,9987.48333333,9987.86666666,10001.383333329999,10001.35,10001.35,9994.56666666,
1722074295000,9997.51666666,10001.36666666,9998.66666666,9997.76666666,10001.41666666,10001.36666666,9996.73333333,9995.61666666,9996.73333333,9995.66666666,
1722074300000,9992.7,9999.71666666,9998.1,9999.883333329999,10003.06666666,10000.283333329999,9998.1,9997.93333333,10000.05,10002.83333333,
1722074305000,10001.66666666,9992.81666666,9995.16666666,9997.95,9988.133333329999,9988.11666666,9995.15,9996.8,9997.01666666,9996.56666666,
1722074310000,10000.133333329999,9995.7,9999.633333329999,9996.31666666,9999.66666666,9999.65,9999.61666666,9999.86666666,9999.43333333,10000.73333333,
1722074315000,9999.91666666,9989.58333333,10000.15,9999.73333333,9999.93333333,9999.93333333,10000.15,10000.45,10003.283333329999,10000.75,
1722074320000,9999.533333329999,10001.633333329999,9999.8,9999.883333329999,9999.93333333,9999.93333333,9999.783333329999,9997.55,10001.76666666,9998.55,
1722074325000,10000.68333333,10005.01666666,10000.36666666,9999.61666666,10001.633333329999,9999.98333333,10000.383333329999,10000.91666666,10000.41666666,9999.48333333,
1722074330000,10000.23333333,10000.43333333,10002.18333333,9999.93333333,9999.0,9999.0,10002.2,10004.5,10003.98333333,10001.43333333,
1722074335000,10000.08333333,10004.01666666,9999.95,9999.883333329999,10001.033333329999,10001.033333329999,10001.8,10006.93333333,10002.31666666,10002.85,
1722074340000,10001.05,10002.68333333,10000.43333333,10001.05,10003.0,9999.98333333,10000.43333333,10006.16666666,10001.06666666,10005.15,
1722074345000,9996.08333333,9994.033333329999,9999.91666666,10000.8,10006.66666666,10008.25,10002.6,10002.25,10002.9,10000.25,
1722074350000,10002.46666666,10001.8,10002.83333333,10001.16666666,10015.25,10013.61666666,10006.883333329999,10001.35,10001.35,9999.01666666,
1722074355000,10002.16666666,10001.383333329999,10005.61666666,10004.9,10001.55,10002.11666666,10003.283333329999,9999.883333329999,9999.883333329999,10006.73333333,
1722074360000,10002.6,9999.91666666,10002.83333333,10000.05,9999.86666666,10002.86666666,10000.91666666,10000.01666666,10000.01666666,10001.11666666,
1722074365000,9999.95,10000.25,10003.35,10001.16666666,10000.01666666,10000.23333333,10000.0,9995.08333333,9999.96666666,9999.81666666,
1722074370000,9997.1,9999.65,9993.383333329999,9999.533333329999,9986.18333333,9986.2,9993.18333333,9991.6,9994.48333333,9990.66666666,
1722074375000,10000.1,10008.46666666,9998.383333329999,9996.783333329999,9997.55,9997.55,9997.8,9998.0,9997.8,10000.95,
1722074380000,10000.08333333,9997.25,10000.43333333,10000.08333333,9995.83333333,9995.8,10000.43333333,10001.2,10002.6,9999.23333333,
1722074385000,9999.95,10000.08333333,9999.91666666,10001.05,9997.8,9997.883333329999,9999.9,10000.96666666,10003.2,10006.533333329999,
1722074390000,9999.71666666,10000.68333333,9998.633333329999,9999.61666666,10000.283333329999,10000.283333329999,9998.3,10001.58333333,10001.33333333,9999.2,
1722074395000,9999.68333333,9999.7,10001.033333329999,9999.98333333,9999.65,9999.65,10000.23333333,10004.68333333,10005.91666666,9999.3,
1722074400000,9999.66666666,10003.533333329999,10000.8,9999.65,10000.21666666,10000.21666666,10000.81666666,10000.65,10002.58333333,10000.56666666,
1722074405000,10002.6,10003.85,9999.96666666,9999.18333333,10005.8,10000.21666666,9999.96666666,10005.56666666,10002.98333333,10000.05,
1722074410000,9998.86666666,10001.6,10000.66666666,9998.1,9994.31666666,9994.3,9999.65,10004.26666666,9998.85,10008.26666666,
1722074415000,10001.8,9999.23333333,10001.48333333,10000.05,9998.58333333,10004.91666666,10004.3,10002.15,9999.15,10003.2,
1722074420000,10004.8,9999.133333329999,9999.7,9999.75,10002.633333329999,10000.93333333,10001.61666666,10000.033333329999,9999.76666666,10001.21666666,
1722074425000,10001.25,9999.65,10001.65,10000.68333333,10000.46666666,10006.35,10002.58333333,10000.01666666,10000.033333329999,10000.05,
1722074430000,10002.23333333,10004.01666666,10005.61666666,10004.21666666,10013.76666666,10014.08333333,10001.033333329999,9998.4,9999.9,10004.7,
1722074435000,9996.06666666,9999.91666666,9996.98333333,10000.383333329999,9999.86666666,10000.73333333,9994.383333329999,9991.25,9994.36666666,9991.6,
1722074440000,9999.93333333,9998.633333329999,9997.81666666,9999.8,10000.83333333,10000.883333329999,9996.61666666,9995.26666666,9996.95,9998.93333333,
1722074445000,9999.2,9989.56666666,10000.65,9999.68333333,9992.15,9992.1,9999.96666666,9998.65,9999.96666666,9995.8,
1722074450000,10000.8,9996.0,10002.23333333,10000.06666666,9999.85,9999.85,10001.533333329999,9999.66666666,10001.55,10003.133333329999,
1722074455000,10000.133333329999,10000.08333333,9999.11666666,9999.48333333,10001.15,10001.15,9998.83333333,9999.58333333,9999.76666666,10001.05,
1722074460000,,9999.48333333,,0.0,,0.0,0.0,0.0,0.0,0.0,
1722074465000,0.0,0.0,0.0,,0.0,0.0,,0.0,,794.05,
1722074470000,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
1722074475000,,,0.0,,,0.0,0.0,0.0,0.0,0.0,
1722074480000,0.0,,1891.65,1750.25,0.0,1871.6,1840.2666666666,0.0,1966.75,1952.4833333333,
1722074485000,,0.0,,,,0.0,0.0,,0.0,0.0,
1722074490000,0.0,,1636.8666666666,,0.0,1592.4833333333,1636.8666666666,0.0,,1652.4333333333,
1722074495000,,,,,,,,,,,
1722074525000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722074530000,628.1,0.0,0.0,0.0,930.0833333333,688.75,0.0,803.4166666666,0.0,772.5833333333,694.85
1722074535000,2119.7833333332997,793.4666666666,598.8166666666,871.4166666666,2408.8,2176.5833333333,738.1,2305.85,897.4666666666,2249.35,2178.9666666666
1722074540000,3525.78333333,2279.25,2067.8333333333,2342.9,3844.98333333,3632.31666667,2212.7,3755.98333333,2387.85,3688.4,3636.71666667
1722074545000,5065.7,3719.81666667,3553.5,3776.13333333,5359.3,5193.95,3663.36666667,5264.23333333,3862.85,5195.35,5193.93333333
1722074550000,6714.51666666,5229.55,5103.88333333,5279.15,6990.53333333,6745.76666666,5193.95,6808.11666666,5355.33333333,6823.05,6762.933333329999
1722074555000,8230.633333329999,6851.9,6669.78333333,6916.81666666,8522.283333329999,8260.86666666,6791.983333329999,8317.05,6910.633333329999,8348.56666666,8314.73333333
1722074560000,9824.51666666,8354.48333333,8215.55,8432.4,10106.9,9808.61666666,8305.71666666,9837.033333329999,8428.23333333,9945.4,9892.06666666
1722074565000,11006.06666666,9938.11666666,9774.86666666,10018.11666666,11113.8,11007.883333329999,9905.533333329999,11074.06666666,9977.33333333,11042.91666666,11008.01666666
1722074570000,11765.15,11058.73333333,10957.65,11078.95,11870.05,11767.466666659999,11027.76666666,11830.2,11119.65,11801.783333329999,11769.41666666
1722074575000,12514.93333333,11814.48333333,11711.93333333,11835.5,12624.31666666,12517.68333333,11785.383333329999,12586.15,11877.283333329999,12557.81666666,12517.08333333
1722074580000,13279.9,12574.8,12473.31666666,12590.266666659998,13386.68333333,13281.91666666,12543.7,13346.56666666,12634.266666659998,13311.633333329999,13281.33333333
1722074585000,14035.4,13330.883333329999,13226.18333333,13349.716666659999,14138.9,14037.33333333,13301.3,14102.633333329999,13392.43333333,14069.35,14039.58333333
1722074590000,14165.56666666,14088.616666659998,13986.15,14111.41666666,13970.6,14104.883333329999,14058.81666666,14052.716666659999,14148.33333333,14048.533333329999,14098.81666666
1722074595000,13430.91666666,14043.81666666,14142.533333329999,13995.8,13249.41666666,13378.466666659999,14074.43333333,13311.2,14010.0,13333.18333333,13375.516666659998
1722074600000,12784.23333333,13316.98333333,13432.31666666,13280.766666659998,12571.55,12679.25,13359.81666666,12615.33333333,13277.3,12650.616666659998,12674.85
1722074605000,12003.73333333,12632.95,12704.81666666,12604.1,11807.966666659999,11875.65,12664.05,11862.91666666,12559.73333333,11901.7,11875.66666666
1722074610000,11102.65,11881.216666659999,11910.4,11859.06666666,10933.55,11076.36666666,11889.35,11074.83333333,11824.06666666,11032.36666666,11059.533333329999
1722074615000,10353.11666666,11017.3,11100.23333333,10979.55,10933.55,10324.55,11049.71666666,10323.25,11013.45,10264.26666666,10270.68333333
1722074620000,9515.41666666,10272.133333329999,10308.46666666,10218.48333333,9331.91666666,9534.01666666,10293.4,9561.2,10253.61666666,9430.08333333,9451.01666666
1722074625000,9089.36666666,9446.5,9510.5,9391.05,9331.91666666,9089.93333333,9450.76666666,9084.43333333,9475.01666666,9091.55,9089.8
1722074630000,9085.73333333,9089.61666666,9086.8,9089.95,9092.58333333,9087.9,9089.4,9092.93333333,9090.55,9089.76666666,9086.95
1722074635000,9100.1,9092.95,9093.51666666,9097.033333329999,9092.58333333,9101.66666666,9089.95,9094.383333329999,9090.633333329999,9092.11666666,9102.26666666
1722074640000,9087.0,9086.31666666,9089.5,9093.55,9091.11666666,9087.86666666,9090.16666666,9090.3,9090.6,9089.21666666,9088.16666666
1722074645000,9091.76666666,9091.51666666,9097.51666666,9095.16666666,9088.3,9091.51666666,9090.86666666,9093.133333329999,9091.18333333,9089.86666666,9088.883333329999
1722074650000,9091.76666666,9089.85,9092.133333329999,9091.91666666,9098.06666666,9094.883333329999,9090.883333329999,9096.9,9092.45,9098.033333329999,9094.86666666
1722074655000,9095.01666666,9099.81666666,9092.3,9089.98333333,9083.96666666,9090.61666666,9095.23333333,9091.51666666,9088.31666666,9091.85,9091.21666666
1722074660000,9088.95,9095.43333333,9090.633333329999,9090.66666666,9093.383333329999,9090.65,9092.633333329999,9092.533333329999,9091.01666666,9090.66666666,9090.633333329999
1722074665000,9088.58333333,9093.05,9093.96666666,9090.633333329999,9092.65,9091.633333329999,9095.21666666,9095.96666666,9090.73333333,9091.65,9091.633333329999
1722074670000,9100.95,9091.83333333,9095.58333333,9091.66666666,9090.08333333,9097.1,9096.16666666,9095.75,9082.65,9091.25,9096.73333333
1722074675000,9083.96666666,9091.2,9094.283333329999,9091.46666666,9091.2,9082.283333329999,9093.08333333,9097.8,9092.883333329999,9095.4,9082.26666666
1722074680000,9090.83333333,9096.01666666,9101.033333329999,9099.2,9101.23333333,9088.11666666,9082.283333329999,9087.98333333,9095.68333333,9082.7,9087.65
1722074685000,9093.36666666,9087.31666666,9097.05,9089.1,9101.75,9092.9,9088.15,9090.83333333,9088.21666666,9084.46666666,9092.883333329999
1722074690000,9093.55,9084.48333333,9090.73333333,9089.26666666,9085.56666666,9094.08333333,9087.25,9086.06666666,9089.41666666,9088.41666666,9093.1
1722074695000,9088.3,9087.08333333,9090.6,9088.11666666,9092.08333333,9087.2,9089.3,9090.73333333,9090.55,9091.18333333,9087.18333333
1722074700000,9097.35,9095.33333333,9090.33333333,9095.75,9094.25,9096.91666666,9091.83333333,9091.23333333,9091.383333329999,9097.383333329999,9097.2
1722074705000,9092.73333333,9091.23333333,9089.48333333,9089.83333333,9090.76666666,9094.18333333,9091.033333329999,9089.73333333,9089.533333329999,9096.81666666,9096.05
1722074710000,9093.883333329999,9092.48333333,9091.7,9086.96666666,9086.33333333,9093.58333333,9089.93333333,9089.783333329999,9090.83333333,9093.51666666,9093.55
1722074715000,9089.533333329999,9090.633333329999,9095.48333333,9089.75,9099.41666666,9091.83333333,9089.48333333,9092.01666666,9094.08333333,9093.633333329999,9093.16666666
1722074720000,9092.11666666,9094.283333329999,9095.133333329999,9090.18333333,9091.91666666,9089.6,9090.95,9095.83333333,9090.85,9092.5,9088.95
1722074725000,9092.75,9094.283333329999,9091.01666666,9097.7,9090.58333333,9089.533333329999,9085.25,9088.26666666,9090.61666666,9091.783333329999,9089.51666666
1722074730000,9089.55,9094.383333329999,9090.883333329999,9089.51666666,9097.45,9090.3,9090.05,9093.98333333,9099.71666666,9090.31666666,9090.31666666
1722074735000,9092.8,9093.96666666,9094.15,9090.33333333,9090.35,9092.83333333,9094.11666666,9093.383333329999,9096.56666666,9079.73333333,9092.86666666
1722074740000,9085.633333329999,9093.65,9093.21666666,9091.133333329999,9092.75,9085.66666666,9097.633333329999,9103.8,9098.11666666,9099.36666666,9085.633333329999
1722074745000,9093.41666666,9099.35,9092.75,9100.46666666,9085.65,9091.5,9088.76666666,9091.68333333,9088.55,9090.73333333,9091.51666666
1722074750000,9095.75,9090.56666666,9091.66666666,9092.68333333,9088.56666666,9090.71666666,9092.48333333,9087.18333333,9079.48333333,9087.65,9090.68333333
1722074755000,9087.83333333,9086.83333333,9087.2,9087.93333333,9081.533333329999,9084.58333333,9089.25,9088.23333333,9077.8,9079.91666666,9084.95
1722074760000,9091.96666666,9076.11666666,9092.08333333,9091.6,9089.33333333,9092.68333333,9079.55,9091.93333333,9084.45,9091.11666666,9092.68333333
1722074765000,9091.35,9083.16666666,9091.71666666,9096.533333329999,9096.533333329999,9090.4,9090.91666666,9091.85,9092.16666666,9082.45,9089.383333329999
1722074770000,9090.83333333,9091.05,9087.93333333,9096.23333333,9095.15,9091.383333329999,9078.66666666,9092.26666666,9091.283333329999,9090.16666666,9091.383333329999
1722074775000,9092.48333333,9092.5,9086.7,9095.76666666,9087.41666666,9090.95,9089.51666666,9092.58333333,9090.51666666,9092.98333333,9092.783333329999
1722074780000,9093.51666666,9091.533333329999,9087.06666666,9093.033333329999,9083.33333333,9096.26666666,9090.633333329999,9089.26666666,9090.31666666,9096.16666666,9096.93333333
1722074785000,9087.36666666,9093.73333333,9086.75,9085.05,9090.68333333,9092.66666666,9094.95,9096.33333333,9092.46666666,9095.133333329999,9086.85
1722074790000,9085.11666666,9095.45,9091.76666666,9091.8,9091.98333333,9083.25,9090.98333333,9092.75,9092.133333329999,9086.48333333,9083.23333333
1722074795000,9097.61666666,9094.6,9093.133333329999,9096.96666666,9096.95,9097.6,9089.4,9090.3,9097.033333329999,9098.51666666,9097.55
1722074800000,9099.05,9087.81666666,9084.96666666,9085.51666666,9095.23333333,9099.06666666,9096.883333329999,9086.48333333,9092.45,9085.35,9099.08333333
1722074805000,9090.9,9087.05,9085.35,9085.33333333,9085.58333333,9090.883333329999,9099.96666666,9093.45,9096.5,9090.883333329999,9090.9
1722074810000,9090.83333333,9090.883333329999,9095.11666666,9090.86666666,9096.883333329999,9090.85,9093.58333333,9093.533333329999,9104.15,9090.85,9090.85
1722074815000,9096.81666666,9090.81666666,9092.81666666,9091.01666666,9090.8,9096.85,9092.08333333,9085.25,9091.56666666,9094.41666666,9096.5
1722074820000,9087.51666666,9096.6,9086.51666666,9085.45,9085.06666666,9085.86666666,9096.48333333,9080.83333333,9083.383333329999,9083.26666666,9085.8
1722074825000,9091.85,9089.61666666,9084.46666666,9083.1,9083.35,9090.85,9084.81666666,9089.61666666,9089.71666666,9096.66666666,9090.83333333
1722074830000,9092.71666666,9090.73333333,9093.06666666,9092.883333329999,9090.5,9091.48333333,9103.11666666,9091.35,9090.86666666,9092.48333333,9091.48333333
1722074835000,9093.4,9090.25,9096.05,9093.51666666,9097.11666666,9093.7,9092.633333329999,9091.08333333,9090.83333333,9092.26666666,9090.5
1722074840000,9094.51666666,9090.7,9093.18333333,9095.65,9099.35,9092.283333329999,9090.5,9093.23333333,9091.41666666,9092.0,9092.26666666
1722074845000,,9091.783333329999,9096.41666666,9093.96666666,,,9090.36666666,,9089.45,0.0,9100.33333333
1722074850000,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
1722074855000,1537.2,0.0,1567.5833333333,0.0,0.0,1537.3333333333,0.0,1537.3333333333,0.0,1607.6833333333,0.0
1722074860000,2290.0666666666,1618.4,2331.4666666666,1493.15,1651.8166666666,2290.0833333333,1585.65,2290.0666666666,1561.0833333333,2364.6666666666,1647.15
1722074865000,3052.35,2372.4166666666,3079.8166666666,2248.8666666666,2407.8166666666,3052.3666666666,2348.0166666666,3052.4,2317.95,3122.2666666666,2399.8666666666
1722074870000,3808.93333333,3132.2666666666,3836.4,3009.8666666666,3164.9333333333,3808.95,3107.4333333333,3808.96666667,3071.9833333333,3879.76666667,3162.1666666666
1722074875000,4568.23333333,3885.45,4595.7,3766.5833333299997,3923.65,4568.23333333,3863.85,4568.23333333,3825.9166666700003,4637.51666667,3920.93333333
1722074880000,,4646.85,5355.85,4519.86666667,4678.5,5324.03333333,4609.41666667,,4582.25,,4678.03333333
