,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737213370000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21956000.0,26825000.0,5819.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213375000,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,872.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213380000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,8067000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213385000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,197604000.0,19.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213390000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,42.0,17.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213395000,9.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,8.0,71937000.0,218.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213400000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,32850000.0,77.0,1.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213405000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,4.0,195.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213410000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,4563000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213415000,9.0,19.0,1.0,0.0,0.0,9.0,2.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213420000,9.0,19.0,1.0,0.0,0.0,9.0,2.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213425000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,5931000.0,75.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213430000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,75.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213435000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,1.0,12189.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213440000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,3582000.0,69.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213445000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,69.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213450000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,4.0,77.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213455000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,77.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213460000,8.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,1.0,209.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213465000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,96.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213470000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,5.0,1151.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213475000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213480000,9.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,1.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737213485000,9.0,21.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,96.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
