,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1737018125000,-9.223372036854775e+18
1737018130000,-9.223372036854775e+18
1737018135000,-9.223372036854775e+18
1737018140000,-9.223372036854775e+18
1737018145000,-9.223372036854775e+18
1737018150000,-9.223372036854775e+18
1737018155000,-9.223372036854775e+18
1737018160000,-9.223372036854775e+18
1737018165000,-9.223372036854775e+18
1737018170000,-9.223372036854775e+18
1737018175000,-9.223372036854775e+18
1737018180000,-9.223372036854775e+18
1737018185000,-9.223372036854775e+18
1737018190000,-9.223372036854775e+18
1737018195000,-9.223372036854775e+18
1737018200000,-9.223372036854775e+18
1737018205000,-9.223372036854775e+18
1737018210000,-9.223372036854775e+18
1737018215000,-9.223372036854775e+18
1737018220000,-9.223372036854775e+18
1737018225000,-9.223372036854775e+18
1737018230000,-9.223372036854775e+18
1737018235000,-9.223372036854775e+18
1737018240000,-9.223372036854775e+18
1737018245000,-9.223372036854775e+18
1737018250000,-9.223372036854775e+18
1737018255000,-9.223372036854775e+18
1737018260000,-9.223372036854775e+18
1737018265000,-9.223372036854775e+18
1737018270000,-9.223372036854775e+18
1737018275000,-9.223372036854775e+18
1737018280000,-9.223372036854775e+18
1737018285000,-9.223372036854775e+18
1737018290000,-9.223372036854775e+18
1737018295000,-9.223372036854775e+18
1737018300000,-9.223372036854775e+18
1737018305000,-9.223372036854775e+18
1737018310000,-9.223372036854775e+18
1737018315000,-9.223372036854775e+18
1737018320000,-9.223372036854775e+18
1737018325000,-9.223372036854775e+18
1737018330000,-9.223372036854775e+18
1737018335000,-9.223372036854775e+18
1737018340000,-9.223372036854775e+18
1737018345000,-9.223372036854775e+18
1737018350000,-9.223372036854775e+18
1737018355000,-9.223372036854775e+18
1737018360000,-9.223372036854775e+18
1737018365000,
1737018390000,-9.223372036854775e+18
1737018395000,-9.223372036854775e+18
1737018400000,-9.223372036854775e+18
1737018405000,-9.223372036854775e+18
1737018410000,-9.223372036854775e+18
1737018415000,-9.223372036854775e+18
1737018420000,-9.223372036854775e+18
1737018425000,-9.223372036854775e+18
1737018430000,-9.223372036854775e+18
1737018435000,-9.223372036854775e+18
1737018440000,-9.223372036854775e+18
1737018445000,-9.223372036854775e+18
1737018450000,-9.223372036854775e+18
1737018455000,-9.223372036854775e+18
1737018460000,-9.223372036854775e+18
