Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,22996.303703700003,689.7742948688493,22996.304629626113,689.7692270813508,
2,1,41470.595833329004,1649.7173653017142,41051.2983333295,2172.2120462529874,47142.0
3,1,59467.98412698095,3353.6889757830045,57067.31031745619,7969.281968393151,65886.0
4,1,76540.14047618715,4347.585367971584,70646.89920634523,14560.773166829165,77997.0
5,1,96345.25555555096,5429.699397335532,85470.92222221906,23599.681446235,96437.0
6,1,101052.3190476157,5325.830913947383,84952.03492063239,29295.345967614736,113477.0
7,1,111422.29285714,6155.8344381149345,87993.64999999746,37804.12371336463,119965.0
