Time,Parallelism,Throughput_OUT,Throughput_IN
1707947647,1.0,0.0,0.0
1707947652,1.0,26.0,669.3833333333
1707947657,1.0,27.416666666666,896.4166666666
1707947662,1.0,27.416666666666,896.4166666666
1707947667,1.0,27.416666666666,896.4166666666
1707947672,1.0,35.0666666667,2299.45
1707947677,1.0,35.0666666667,5679.45
1707947682,1.0,35.0666666667,9375.63333333
1707947687,1.0,35.6333333333,15958.46666666
1707947692,1.0,47.2333333333,17639.38333333
1707947697,1.0,47.2333333333,23626.1
1707947702,1.0,774.3333333333,23630.16666666
1707947707,1.0,835.1,28120.36666666
1707947712,1.0,2104.4666666666,29449.76666666
1707947717,1.0,4036.4,29222.73333333
1707947722,1.0,4339.53333333,33365.33333333
1707947727,1.0,5463.73333333,36359.78333333
1707947732,1.0,7845.36666666,34956.75
1707947737,1.0,9856.16666666,33424.85
1707947742,1.0,10108.28333333,34653.08333333
1707947747,1.0,12091.1,28070.25
1707947752,1.0,13400.766666659998,27623.65
1707947757,1.0,13708.65,21636.93333333
1707947762,1.0,12981.55,24324.26666666
1707947767,1.0,12920.78333333,23756.583333330003
1707947772,1.0,11625.41666666,25110.31666666
1707947777,1.0,9692.06666666,29742.25
1707947782,1.0,9388.93333333,27674.883333330003
1707947787,1.0,8264.73333333,29268.7
1707947792,1.0,6509.55,31650.76666666
1707947797,1.0,5631.58333333,29802.66666666
1707947802,1.0,5519.05,31678.1
1707947807,1.0,5134.66666667,31678.1
1707947812,1.0,5398.53333333,31329.36666666
1707947817,1.0,5421.23333333,31748.15
1707947822,1.0,5421.23333333,29056.75
1707947827,1.0,5421.23333333,27044.833333330003
1707947832,1.0,5421.23333333,27711.73333333
1707947837,1.0,5421.23333333,27244.2
1707947842,1.0,5421.23333333,27944.21666666
1707947847,1.0,5421.23333333,27194.55
1707947852,1.0,4787.13333333,29987.81666666
1707947857,1.0,4685.56666667,31532.35
1707947862,1.0,5791.75,26279.48333333
1707947867,1.0,4734.26666667,31373.31666666
1707947872,1.0,4586.4,30487.73333333
1707947877,1.0,5165.48333333,30068.95
1707947882,1.0,5165.48333333,30068.95
1707947887,1.0,5165.48333333,28408.93333333
1707947892,1.0,5165.48333333,29344.26666666
1707947897,1.0,5165.48333333,28889.43333333
1707947902,1.0,5165.48333333,28921.45
1707947907,1.0,5165.48333333,31278.23333333
1707947912,1.0,5165.48333333,26523.56666666
1707947917,1.0,4207.18333333,31643.05
1707947922,1.0,4556.01666667,30096.06666666
1707947927,1.0,5330.25,26248.95
1707947932,1.0,4100.65,26248.95
1707947937,1.0,3190.9833333333,26248.95
1707947942,1.0,3190.9833333333,29706.93333333
1707947947,1.0,3190.9833333333,32151.883333330003
1707947952,1.0,3190.9833333333,32033.71666666
1707947957,1.0,3190.9833333333,29812.383333330003
1707947962,1.0,3224.5666666666,34186.15
1707947967,1.0,3620.61666667,28248.25
1707947972,1.0,3936.8,33882.3
