Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,26616.66866666404,967.529781897727,
2,47284.95223576707,1513.0854656479187,57450.0
3,64819.72368420105,1778.1414364720945,79618.0
4,73488.60533332062,1989.134739546733,97984.0
5,93887.35952379428,2926.596938239523,102042.0
6,101641.30427925868,3209.0541967483296,113084.0
