Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,6005.2088541653075,2768.9045022162095,29604.419791663906,2810.071636177846,
2,1,15200.600483088696,3174.210510509457,52426.22246376536,2241.355378080116,57450.0
3,1,25044.063333329847,1373.2234760787694,69905.1348717914,3164.192615088002,79618.0
4,1,29631.207462683433,3673.5389836592926,78294.85746268314,6569.785001865695,97984.0
5,1,41625.74179104119,5057.01508754191,99795.05522387702,13814.540555769288,102042.0
6,1,45852.98939393606,4533.0503940742865,107360.78282827939,16319.553849095382,113084.0
