,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737487365000,1000.0
1737487370000,0.0
1737487375000,0.0
1737487380000,28.0
1737487385000,26.0
1737487390000,110.0
1737487395000,245.0
1737487400000,338.0
1737487405000,421.0
1737487410000,485.0
1737487415000,537.0
1737487420000,579.0
1737487425000,614.0
1737487430000,702.0
1737487435000,781.0
1737487440000,857.0
1737487445000,939.0
1737487450000,985.0
1737487455000,992.0
1737487460000,1000.0
1737487465000,1000.0
1737487470000,1000.0
1737487475000,1000.0
1737487480000,1000.0
1737487485000,1000.0
1737487490000,1000.0
1737487495000,1000.0
1737487500000,1000.0
1737487505000,1000.0
1737487510000,1000.0
1737487515000,1000.0
1737487520000,1000.0
1737487525000,1000.0
1737487530000,1000.0
1737487535000,1000.0
1737487540000,1000.0
1737487545000,1000.0
1737487550000,1000.0
1737487555000,1000.0
1737487560000,1000.0
1737487565000,1000.0
1737487570000,1000.0
1737487575000,1000.0
1737487580000,1000.0
1737487585000,1000.0
1737487590000,1000.0
1737487595000,1000.0
1737487600000,1000.0
1737487605000,
