,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737487365000,0.0
1737487370000,0.0
1737487375000,18.833333333333
1737487380000,281.65
1737487385000,490.5
1737487390000,3125.8
1737487395000,6362.9
1737487400000,11995.85
1737487405000,16588.95
1737487410000,19176.36666666
1737487415000,25384.23333333
1737487420000,28632.21666666
1737487425000,31348.61666666
1737487430000,32931.466666659995
1737487435000,37634.76666666
1737487440000,37371.95
1737487445000,39195.66666666
1737487450000,41134.13333333
1737487455000,37897.03333333
1737487460000,32264.083333330003
1737487465000,29379.28333333
1737487470000,31443.28333333
1737487475000,25235.41666666
1737487480000,21987.43333333
1737487485000,20099.483333329998
1737487490000,19860.266666659998
1737487495000,20698.58333333
1737487500000,25128.28333333
1737487505000,25816.73333333
1737487510000,26668.65
1737487515000,32364.75
1737487520000,34820.08333333
1737487525000,36999.25
1737487530000,34633.43333333
1737487535000,38250.28333333
1737487540000,38250.28333333
1737487545000,38166.16666666
1737487550000,36822.53333333
1737487555000,31726.083333330003
1737487560000,29115.53333333
1737487565000,32115.41666666
1737487570000,32374.15
1737487575000,30786.95
1737487580000,31903.41666666
1737487585000,32360.46666666
1737487590000,35900.9
1737487595000,32284.05
1737487600000,35266.216666659995
1737487605000,
