,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737213055000,0.0
1737213060000,1006.75
1737213065000,2438.0
1737213070000,2438.0
1737213075000,8229.16666666
1737213080000,12038.68333333
1737213085000,20893.65
1737213090000,21017.61666666
1737213095000,21017.61666666
1737213100000,24479.46666666
1737213105000,28038.91666666
1737213110000,28038.91666666
1737213115000,28038.91666666
1737213120000,32882.65
1737213125000,31451.4
1737213130000,32289.083333330003
1737213135000,31098.28333333
1737213140000,27288.766666659998
1737213145000,24946.46666666
1737213150000,24822.5
1737213155000,26085.583333330003
1737213160000,23364.083333330003
1737213165000,23135.633333330003
1737213170000,28756.583333330003
1737213175000,29270.816666659997
1737213180000,23727.383333330003
1737213185000,29158.66666666
1737213190000,28320.98333333
1737213195000,30024.28333333
1737213200000,30024.28333333
1737213205000,26435.85
1737213210000,29268.516666659998
1737213215000,28331.05
1737213220000,35013.9
1737213225000,37209.7
1737213230000,31588.75
1737213235000,37204.55
1737213240000,36897.5
1737213245000,34105.26666666
1737213250000,37352.78333333
1737213255000,31049.11666666
1737213260000,36939.7
1737213265000,34015.466666659995
1737213270000,33724.51666666
1737213275000,36807.483333330005
1737213280000,29384.28333333
1737213285000,25422.45
1737213290000,28879.28333333
1737213295000,
