,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737517365000,1000.0
1737517370000,1000.0
1737517375000,0.0
1737517380000,0.0
1737517385000,0.0
1737517390000,0.0
1737517395000,0.0
1737517400000,112.0
1737517405000,239.0
1737517410000,334.0
1737517415000,408.0
1737517420000,467.0
1737517425000,516.0
1737517430000,556.0
1737517435000,698.0
1737517440000,780.0
1737517445000,859.0
1737517450000,942.0
1737517455000,999.0
1737517460000,1000.0
1737517465000,1000.0
1737517470000,1000.0
1737517475000,1000.0
1737517480000,1000.0
1737517485000,1000.0
1737517490000,1000.0
1737517495000,1000.0
1737517500000,1000.0
1737517505000,1000.0
1737517510000,1000.0
1737517515000,1000.0
1737517520000,1000.0
1737517525000,1000.0
1737517530000,999.0
1737517535000,999.0
1737517540000,999.0
1737517545000,999.0
1737517550000,999.0
1737517555000,999.0
1737517560000,999.0
1737517565000,999.0
1737517570000,999.0
1737517575000,999.0
1737517580000,999.0
1737517585000,999.0
1737517590000,1000.0
1737517595000,1000.0
1737517600000,1000.0
1737517605000,999.0
1737517610000,
