,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737517365000,0.0
1737517370000,0.0
1737517375000,0.0
1737517380000,48.4
1737517385000,575.0333333333
1737517390000,575.5333333333
1737517395000,4834.7
1737517400000,7851.41666666
1737517405000,14379.68333333
1737517410000,19251.2
1737517415000,20523.93333333
1737517420000,29122.333333330003
1737517425000,29122.333333330003
1737517430000,34837.2
1737517435000,43662.01666666
1737517440000,43613.61666666
1737517445000,43424.41666666
1737517450000,51807.1
1737517455000,47547.93333333
1737517460000,50034.116666660004
1737517465000,44611.45
1737517470000,42291.65
1737517475000,43940.4
1737517480000,36747.66666666
1737517485000,36747.66666666
1737517490000,34229.43333333
1737517495000,31341.5
1737517500000,39706.35
1737517505000,43094.4
1737517510000,40011.88333333
1737517515000,40011.88333333
1737517520000,40467.83333333
1737517525000,39362.233333330005
1737517530000,42979.9
1737517535000,40058.41666666
1737517540000,43686.53333333
1737517545000,43686.53333333
1737517550000,42013.9
1737517555000,36329.56666666
1737517560000,35471.28333333
1737517565000,37457.78333333
1737517570000,38045.51666666
1737517575000,43819.91666666
1737517580000,37861.06666666
1737517585000,44159.68333333
1737517590000,37990.3
1737517595000,43407.66666666
1737517600000,38373.88333333
1737517605000,44551.16666666
1737517610000,
