,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737534820000,1000.0
1737534825000,0.0
1737534830000,0.0
1737534835000,0.0
1737534840000,0.0
1737534845000,0.0
1737534850000,154.0
1737534855000,275.0
1737534860000,366.0
1737534865000,436.0
1737534870000,
1737534885000,1000.0
1737534890000,897.0
1737534895000,949.0
1737534900000,966.0
1737534905000,975.0
1737534910000,980.0
1737534915000,
1737534935000,1000.0
1737534940000,904.0
1737534945000,952.0
1737534950000,
1737534980000,1000.0
1737534985000,1000.0
1737534990000,860.0
1737534995000,930.0
1737535000000,954.0
1737535005000,
1737535055000,1000.0
1737535060000,
