,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737534815000,0.0
1737534820000,0.0
1737534825000,0.0
1737534830000,158.4
1737534835000,490.3166666666
1737534840000,495.4833333333
1737534845000,4505.38333333
1737534850000,12510.35
1737534855000,14762.81666666
1737534860000,17917.61666666
1737534865000,17921.733333329998
1737534870000,
1737534885000,0.0
1737534890000,8064.21666666
1737534895000,8064.21666666
1737534900000,14043.56666666
1737534905000,14043.56666666
1737534910000,18206.7
1737534915000,
1737534935000,0.0
1737534940000,79.3833333333
1737534945000,4973.03333333
1737534950000,
1737534980000,0.0
1737534985000,0.0
1737534990000,9452.7
1737534995000,11098.01666666
1737535000000,11098.01666666
1737535005000,
1737535055000,0.0
1737535060000,
