,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737214340000,1000.0
1737214345000,443.0
1737214350000,351.0
1737214355000,225.0
1737214360000,390.0
1737214365000,512.0
1737214370000,593.0
1737214375000,652.0
1737214380000,695.0
1737214385000,729.0
1737214390000,756.0
1737214395000,778.0
1737214400000,797.0
1737214405000,843.0
1737214410000,905.0
1737214415000,991.0
1737214420000,1000.0
1737214425000,1000.0
1737214430000,1000.0
1737214435000,1000.0
1737214440000,1000.0
1737214445000,1000.0
1737214450000,1000.0
1737214455000,1000.0
1737214460000,1000.0
1737214465000,1000.0
1737214470000,1000.0
1737214475000,1000.0
1737214480000,1000.0
1737214485000,1000.0
1737214490000,1000.0
1737214495000,1000.0
1737214500000,1000.0
1737214505000,1000.0
1737214510000,1000.0
1737214515000,1000.0
1737214520000,1000.0
1737214525000,1000.0
1737214530000,1000.0
1737214535000,1000.0
1737214540000,1000.0
1737214545000,1000.0
1737214550000,1000.0
1737214555000,1000.0
1737214560000,1000.0
1737214565000,1000.0
1737214570000,1000.0
1737214575000,1000.0
1737214580000,1000.0
1737214585000,
