,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737220830000,1000.0
1737220835000,0.0
1737220840000,0.0
1737220845000,221.0
1737220850000,416.0
1737220855000,533.0
1737220860000,611.0
1737220865000,666.0
1737220870000,708.0
1737220875000,741.0
1737220880000,767.0
1737220885000,788.0
1737220890000,806.0
1737220895000,895.0
1737220900000,978.0
1737220905000,1000.0
1737220910000,1000.0
1737220915000,1000.0
1737220920000,1000.0
1737220925000,1000.0
1737220930000,1000.0
1737220935000,1000.0
1737220940000,1000.0
1737220945000,1000.0
1737220950000,1000.0
1737220955000,1000.0
1737220960000,1000.0
1737220965000,1000.0
1737220970000,1000.0
1737220975000,1000.0
1737220980000,1000.0
1737220985000,1000.0
1737220990000,1000.0
1737220995000,1000.0
1737221000000,1000.0
1737221005000,1000.0
1737221010000,1000.0
1737221015000,1000.0
1737221020000,1000.0
1737221025000,1000.0
1737221030000,1000.0
1737221035000,1000.0
1737221040000,1000.0
1737221045000,1000.0
1737221050000,1000.0
1737221055000,1000.0
1737221060000,1000.0
1737221065000,1000.0
1737221070000,
