,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1701946590000,1000.0,,,,,,,
1701946595000,1000.0,,,,,,,
1701946600000,283.0,,,,,,,
1701946605000,248.0,,,,,,,
1701946610000,248.0,,,,,,,
1701946615000,415.0,,,,,,,
1701946620000,530.0,,,,,,,
1701946625000,606.0,,,,,,,
1701946630000,662.0,,,,,,,
1701946635000,705.0,,,,,,,
1701946640000,738.0,,,,,,,
1701946645000,764.0,,,,,,,
1701946650000,785.0,,,,,,,
1701946655000,803.0,,,,,,,
1701946660000,863.0,,,,,,,
1701946665000,945.0,,,,,,,
1701946670000,991.0,,,,,,,
1701946675000,998.0,,,,,,,
1701946680000,999.0,,,,,,,
1701946685000,1000.0,,,,,,,
1701946690000,1000.0,,,,,,,
1701946695000,1000.0,,,,,,,
1701946700000,1000.0,,,,,,,
1701946705000,1000.0,,,,,,,
1701946710000,1000.0,,,,,,,
1701946715000,1000.0,,,,,,,
1701946720000,1000.0,,,,,,,
1701946725000,1000.0,,,,,,,
1701946730000,1000.0,,,,,,,
1701946735000,1000.0,,,,,,,
1701946740000,1000.0,,,,,,,
1701946745000,1000.0,,,,,,,
1701946750000,1000.0,,,,,,,
1701946755000,1000.0,,,,,,,
1701946760000,1000.0,,,,,,,
1701946765000,1000.0,,,,,,,
1701946770000,1000.0,,,,,,,
1701946775000,1000.0,,,,,,,
1701946780000,1000.0,,,,,,,
1701946785000,1000.0,,,,,,,
1701946790000,1000.0,,,,,,,
1701946795000,1000.0,,,,,,,
1701946800000,1000.0,,,,,,,
1701946805000,1000.0,,,,,,,
1701946810000,1000.0,,,,,,,
1701946815000,1000.0,,,,,,,
1701946820000,1000.0,,,,,,,
