,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1708175735000,45517.18333333,45827.58333333,,
1708175740000,44731.71666666,44568.61666666,,
1708175745000,41043.93333333,41075.61666666,,
1708175750000,40697.8,40802.95,,
1708175755000,40748.6,40741.98333333,,
1708175760000,41704.93333333,41872.51666666,,
1708175765000,45986.55,46162.51666666,,
1708175770000,44100.51666666,43982.08333333,,
1708175775000,41902.88333333,41937.28333333,,
1708175780000,41852.16666666,41891.63333333,,
1708175785000,42726.66666666,42769.48333333,,
1708175790000,43402.3,43412.58333333,,
1708175795000,44938.56666666,44871.33333333,,
1708175800000,44873.03333333,44900.16666666,,
1708175805000,46700.41666666,46831.91666666,,
1708175810000,47438.85,47462.6,,
1708175815000,45870.28333333,45885.83333333,,
1708175820000,46174.91666666,46064.35,,
1708175825000,46263.16666666,46299.23333333,,
1708175830000,49479.03333333,49666.43333333,,
1708175835000,48482.08333333,48349.1,,
1708175840000,43745.65,43624.71666666,,
1708175845000,42190.56666666,42376.51666666,,
1708175850000,41913.13333333,41793.91666666,,
1708175855000,41147.63333333,41163.08333333,,
1708175860000,43353.73333333,43543.28333333,,
1708175865000,42425.06666666,42582.28333333,,
1708175870000,41957.0,41832.68333333,,
1708175875000,43694.31666666,43751.7,,
1708175880000,43087.11666666,43257.18333333,,
1708175885000,41734.71666666,41701.5,,
1708175890000,42851.16666666,42706.73333333,,
1708175895000,42022.43333333,42053.58333333,,
1708175900000,45175.41666666,45342.38333333,,
1708175905000,46480.65,46341.9,,
1708175910000,45756.6,45923.78333333,,
1708175915000,46473.48333333,46519.81666666,,
1708175920000,48180.01666666,48126.48333333,,
1708175925000,47620.88333333,47559.21666666,,
1708175930000,48608.06666666,48795.3,,
1708175935000,48230.31666666,48240.28333333,,
1708175940000,48433.2,48456.73333333,,
1708175945000,48334.866666660004,48343.93333333,,
1708175950000,48279.83333333,48464.6,,
1708175955000,52149.233333330005,52323.58333333,,
1708175960000,50499.266666660005,50386.6,,
1708175965000,45506.8,45526.28333333,,
1708175970000,43590.81666666,43607.56666666,,
1708175975000,43409.66666666,43346.86666666,,
1708175980000,42300.78333333,42495.41666666,,
1708175985000,46981.21666666,46890.03333333,,
1708175990000,44150.483333330005,44117.36666666,,
1708175995000,43576.2,43606.05,,
1708176000000,43723.66666666,43710.4,,
1708176005000,43492.85,43448.983333330005,,
1708176010000,,,,
1708176055000,0.0,0.0,0.0,
1708176060000,0.0,0.0,0.0,
1708176065000,0.883333333333,1.033333333333,0.916666666666,
1708176070000,260.7333333333,370.0,329.25,
1708176075000,1231.0333333333,1537.2833333332999,1439.9833333333,
1708176080000,3431.66666667,3812.13333333,3573.78333333,
1708176085000,6095.383333329999,6482.83333333,6184.383333329999,
1708176090000,9672.283333329999,10222.01666666,9680.66666666,
1708176095000,13349.2,13889.43333333,13253.533333329999,
1708176100000,17388.05,17835.16666666,16924.86666666,
1708176105000,20495.9,20984.35,20184.93333333,
1708176110000,21884.33333333,22457.53333333,21540.733333329998,
1708176115000,23770.133333330003,24446.96666666,23406.8,
1708176120000,26621.61666666,27304.766666659998,26167.35,
1708176125000,29488.5,30274.083333330003,28983.41666666,
1708176130000,33640.83333333,34164.91666666,32917.9,
1708176135000,37104.01666666,37236.36666666,35883.18333333,
1708176140000,39122.86666666,39484.36666666,38104.88333333,
1708176145000,37553.76666666,37658.63333333,36312.6,
1708176150000,36470.85,36888.15,35495.13333333,
1708176155000,36761.8,37228.216666659995,35793.43333333,
1708176160000,37150.5,37768.56666666,36407.15,
1708176165000,37146.4,37575.66666666,36144.58333333,
1708176170000,39526.91666666,40087.3,38540.16666666,
1708176175000,42233.68333333,42745.25,41160.7,
1708176180000,41294.91666666,41362.43333333,39943.26666666,
1708176185000,38427.15,38649.81666666,37126.28333333,
1708176190000,36399.28333333,36560.4,35206.41666666,
1708176195000,36198.7,36727.26666666,35369.93333333,
1708176200000,35977.233333330005,36474.65,35053.25,
1708176205000,38951.56666666,39840.86666666,38227.33333333,
1708176210000,38425.58333333,38805.31666666,37444.81666666,
1708176215000,37508.61666666,37921.33333333,36564.31666666,
1708176220000,37802.18333333,38148.216666659995,36845.78333333,
1708176225000,38242.53333333,38716.733333330005,37256.88333333,
1708176230000,37954.05,38385.483333330005,36953.233333330005,
1708176235000,38231.4,38585.216666659995,37179.88333333,
1708176240000,37769.16666666,38200.05,36777.28333333,
1708176245000,41128.8,41590.18333333,40281.233333330005,
1708176250000,43476.716666659995,43952.78333333,42304.33333333,
1708176255000,43596.5,44108.0,42459.75,
1708176260000,44299.0,44440.95,42840.95,
1708176265000,44543.1,44685.05,43149.33333333,
1708176270000,46871.0,47311.28333333,45625.35,
1708176275000,44130.85,44187.78333333,42646.95,
1708176280000,39917.11666666,39984.86666666,38572.7,
1708176285000,37530.61666666,37892.76666666,36525.35,
1708176290000,37157.75,37612.216666659995,36161.15,
1708176295000,36512.06666666,37065.15,35573.75,
1708176300000,39069.45,39934.7,38303.0,
1708176305000,37105.43333333,37740.38333333,36191.86666666,
1708176310000,36643.31666666,37597.5,35976.88333333,
1708176315000,36517.7,37317.43333333,35707.88333333,
1708176320000,36051.41666666,36981.0,35400.3,
1708176325000,36274.63333333,37019.233333330005,35479.13333333,
1708176330000,36108.28333333,36786.483333330005,35177.83333333,
1708176335000,37760.733333330005,38189.1,36768.3,
1708176340000,40037.2,40739.41666666,39215.66666666,
1708176345000,42247.08333333,42764.66666666,41091.65,
1708176350000,42050.68333333,42593.31666666,40976.81666666,
1708176355000,42587.966666659995,43051.8,41457.76666666,
1708176360000,42334.75,42825.85,41219.966666659995,
1708176365000,42805.53333333,43296.716666659995,41656.36666666,
1708176370000,43074.91666666,43567.38333333,41951.66666666,
1708176375000,41583.86666666,41764.38333333,40442.86666666,
1708176380000,41941.88333333,42415.16666666,40846.26666666,
1708176385000,41991.233333330005,42451.31666666,40910.4,
1708176390000,42093.8,42504.85,40951.81666666,
1708176395000,44152.06666666,45150.36666666,43252.966666659995,
1708176400000,43301.95,43554.233333330005,41942.9,
1708176405000,39934.466666659995,40415.31666666,38923.3,
1708176410000,40627.03333333,41043.7,39516.06666666,
1708176415000,40515.08333333,40903.966666659995,39412.63333333,
1708176420000,40902.25,41378.6,39826.16666666,
1708176425000,43292.6,43794.3,42136.1,
1708176430000,40780.45,40685.983333330005,39612.61666666,
1708176435000,40795.05,41516.55,39719.33333333,
1708176440000,40977.36666666,41433.33333333,39876.85,
1708176445000,40794.25,41277.56666666,39689.733333330005,
1708176450000,40604.41666666,40530.0,39244.15,
1708176455000,,,38029.6,
1708176460000,,,,
1708176505000,0.0,,,0.0
1708176510000,0.0,0.0,0.0,0.0
1708176515000,5.45,0.0,0.0,5.266666666666
1708176520000,319.2166666666,5.3,4.833333333333,328.1666666666
1708176525000,805.3333333333,329.3166666666,323.2166666666,1044.8166666666
1708176530000,2724.1833333332997,1047.3833333333,1038.75,2906.0833333333
1708176535000,6065.883333329999,2982.85,2722.3833333333,6110.016666670001
1708176540000,8980.15,6351.7,6090.25,9199.93333333
1708176545000,12199.8,9437.33333333,9041.73333333,12267.133333329999
1708176550000,15064.18333333,12370.033333329999,12195.31666666,15223.616666659998
1708176555000,16619.13333333,15433.16666666,15078.216666659999,16767.15
1708176560000,18881.25,17003.016666659998,16669.96666666,19201.45
1708176565000,21841.983333329998,19524.46666666,19037.38333333,22045.5
1708176570000,25173.833333330003,22349.83333333,21870.13333333,25326.28333333
1708176575000,28952.766666659998,25723.98333333,25229.383333330003,29210.516666659998
1708176580000,31413.28333333,29621.16666666,29088.633333330003,31606.73333333
1708176585000,32112.133333330003,31797.66666666,31518.5,32264.71666666
1708176590000,33581.93333333,32379.96666666,32037.65,33621.966666659995
1708176595000,32788.9,33994.68333333,33659.41666666,32986.05
1708176600000,33063.8,33074.15,32883.83333333,33120.83333333
1708176605000,33112.716666659995,33249.61666666,33162.63333333,33575.466666659995
1708176610000,34413.31666666,33746.0,33510.51666666,34696.56666666
1708176615000,35301.26666666,34974.38333333,34630.2,35487.25
1708176620000,36248.75,35377.78333333,35435.66666666,36482.51666666
1708176625000,36072.0,36459.05,36399.66666666,36247.466666659995
1708176630000,35617.9,36406.15,36198.2,35968.483333330005
1708176635000,35986.8,36055.78333333,35738.16666666,36280.8
1708176640000,36835.03333333,36326.56666666,36129.233333330005,37164.65
1708176645000,38633.25,37127.08333333,37026.483333330005,38719.76666666
1708176650000,37501.733333330005,39112.216666659995,38671.08333333,37739.216666659995
1708176655000,36145.81666666,37452.26666666,37670.18333333,36492.66666666
1708176660000,36742.5,36534.65,36277.56666666,36979.966666659995
1708176665000,37473.5,37162.85,36812.966666659995,37507.06666666
1708176670000,37299.466666659995,37652.76666666,37294.233333330005,37512.2
1708176675000,38235.51666666,37594.483333330005,37414.58333333,38470.26666666
1708176680000,36798.83333333,38914.1,38298.33333333,36835.9
1708176685000,35701.93333333,36737.36666666,36806.3,36075.31666666
1708176690000,35880.38333333,36154.4,35971.0,36043.35
1708176695000,34672.216666659995,36038.1,35982.78333333,34934.83333333
1708176700000,35339.466666659995,35069.51666666,34843.3,35463.13333333
1708176705000,35102.95,35608.53333333,35384.26666666,35373.93333333
1708176710000,34945.16666666,35466.78333333,35202.38333333,35186.3
1708176715000,36945.06666666,35483.966666659995,35088.8,37306.8
1708176720000,35534.75,37401.43333333,37308.56666666,35917.16666666
1708176725000,35140.2,35870.11666666,35771.11666666,35388.05
1708176730000,34888.16666666,35644.08333333,35381.5,35186.03333333
1708176735000,35174.81666666,35285.33333333,35070.16666666,35358.36666666
1708176740000,37179.81666666,35396.13333333,35308.61666666,37452.28333333
1708176745000,37489.78333333,37926.06666666,37300.65,37593.53333333
1708176750000,35709.01666666,37344.85,37531.06666666,36015.75
1708176755000,37013.36666666,36209.76666666,35891.8,37161.83333333
1708176760000,36691.56666666,37186.68333333,37027.51666666,36927.43333333
1708176765000,36921.16666666,36934.9,36820.06666666,37278.1
1708176770000,38703.63333333,37321.53333333,37187.41666666,38972.1
1708176775000,37370.2,38887.966666659995,38765.41666666,37366.63333333
1708176780000,37458.86666666,37250.33333333,37268.75,37693.966666659995
1708176785000,37975.41666666,37927.33333333,37665.91666666,38281.06666666
1708176790000,38504.76666666,38361.63333333,38079.966666659995,38557.25
1708176795000,38323.41666666,38523.233333330005,38405.66666666,38571.733333330005
1708176800000,38436.716666659995,38770.01666666,38347.08333333,38596.15
1708176805000,38422.25,38303.78333333,38524.95,38631.51666666
1708176810000,39438.6,38710.55,38520.05,39560.26666666
1708176815000,38135.81666666,39651.13333333,39504.78333333,38397.35
1708176820000,37768.41666666,38460.4,38350.83333333,38007.716666659995
1708176825000,37848.8,38084.68333333,37886.6,38061.15
1708176830000,38304.0,38202.93333333,37919.93333333,38696.4
1708176835000,38469.43333333,39069.03333333,38530.85,38754.93333333
1708176840000,40230.483333330005,39191.35,38688.25,40445.68333333
1708176845000,38831.91666666,40514.78333333,40205.38333333,39049.25
1708176850000,38491.216666659995,39096.36666666,38997.26666666,38745.83333333
1708176855000,38466.08333333,38925.35,38719.31666666,38890.66666666
1708176860000,38570.28333333,38915.25,38862.8,38844.66666666
1708176865000,40276.55,39333.9,38665.05,40549.53333333
1708176870000,39202.9,40907.81666666,40422.88333333,39450.36666666
1708176875000,39168.83333333,39135.83333333,39382.26666666,39453.15
1708176880000,39389.38333333,39457.08333333,39344.5,39722.216666659995
1708176885000,39021.86666666,39848.38333333,39601.983333330005,39281.56666666
1708176890000,38927.08333333,39372.0,39307.86666666,39014.43333333
1708176895000,40771.466666659995,39164.5,38983.56666666,41045.81666666
