Time,Parallelism,Throughput_OUT,Throughput_IN
1707244494,1.0,0.0,42.2166666667
1707244499,1.0,27.416666666666,853.4833333333
1707244504,1.0,27.416666666666,958.1833333333
1707244509,1.0,27.733333333333,4597.75
1707244514,1.0,27.733333333333,4963.56666667
1707244519,1.0,39.6166666667,7216.63333333
1707244524,1.0,74.8833333333,10869.83333333
1707244529,1.0,243.2166666666,11066.35
1707244534,1.0,243.2166666666,14966.38333333
1707244539,1.0,666.7166666666,16500.93333333
1707244544,1.0,1212.6166666666,16758.85
1707244549,1.0,1212.6166666666,19676.26666666
1707244554,1.0,1557.7166666666,23516.83333333
1707244559,1.0,2260.5,22705.56666666
1707244564,1.0,2968.4166666666,22648.41666666
1707244569,1.0,2970.6,20825.56666666
1707244574,1.0,2970.6,24030.41666666
1707244579,1.0,2958.7166666666,24748.38333333
1707244584,1.0,2923.45,24466.083333330003
1707244589,1.0,2762.5833333333003,24472.133333330003
1707244594,1.0,2762.5833333333003,24358.75
1707244599,1.0,2747.4833333333004,25560.05
1707244604,1.0,2203.4833333333,32497.21666666
1707244609,1.0,2203.7166666666,40121.18333333
1707244614,1.0,2009.05,37154.55
1707244619,1.0,1278.85,45063.85
1707244624,1.0,605.75,49776.83333333
1707244629,1.0,709.4666666666,54439.38333333
1707244634,1.0,709.4666666666,58720.63333333
1707244639,1.0,776.5333333333,60742.9
1707244644,1.0,1013.1833333333,61721.516666660005
1707244649,1.0,1005.7166666666,65590.58333333
1707244654,1.0,1005.7166666666,71485.91666666
1707244659,1.0,612.8833333333,73210.23333333
1707244664,1.0,619.9333333333,66928.88333333
1707244669,1.0,619.7,62953.71666666
1707244674,1.0,809.2833333333,65257.2
1707244679,1.0,954.5,60646.35
1707244684,1.0,921.8,64486.85
1707244689,1.0,1113.5333333333,60977.78333333
1707244694,1.0,1515.4,54615.86666666
1707244699,1.0,1448.3333333333,57003.28333333
1707244704,1.0,1267.5,55146.55
1707244709,1.0,1278.9166666666,54085.41666666001
1707244714,1.0,1278.9166666666,51259.46666666
1707244719,1.0,1447.9333333333,49985.9
1707244724,1.0,2081.05,49072.16666666001
1707244729,1.0,2277.5333333333,46165.83333333
1707244734,1.0,1962.2666666666,45915.81666666
1707244739,1.0,1817.05,48841.4
1707244744,1.0,1814.9333333333,48514.28333333
1707244749,1.0,1725.4,47716.55
1707244754,1.0,1611.4833333333,46239.55
1707244759,1.0,1611.4833333333,42707.71666666
1707244764,1.0,1555.6666666666,42949.15
1707244819,2.0,0.0,0.0
1707244824,2.0,0.13333333333333,0.0
1707244829,2.0,0.18333333333333,8.383333333333
1707244834,2.0,0.18333333333333,2177.7166666666
1707244839,2.0,0.18333333333333,4490.81666667
1707244844,2.0,2.05,7086.06666666
1707244849,2.0,11.316666666666,11384.36666666
1707244854,2.0,628.6,20493.88333333
1707244859,2.0,1483.55,24801.81666666
1707244864,2.0,1682.65,26718.48333333
1707244869,2.0,1847.25,32918.233333330005
1707244874,2.0,1970.0666666666,37466.75
1707244879,2.0,1994.3333333333,41883.35
1707244884,2.0,2489.6666666666,49304.13333333
1707244889,2.0,2953.1,53528.46666666
1707244894,2.0,2953.1,57836.58333333
1707244899,2.0,3258.5,68740.0
1707244904,2.0,3558.38333333,67907.46666666001
1707244909,2.0,3554.2,63836.91666666001
1707244914,2.0,3005.8,63047.11666666
1707244919,2.0,2189.6666666666,67846.45
1707244924,2.0,1998.1666666666,70796.85
1707244929,2.0,1987.8833333333,75602.6
1707244934,2.0,1984.2833333333,76193.65
1707244939,2.0,1960.5666666666,74183.15
1707244944,2.0,1636.05,72638.7
1707244949,2.0,1409.25,74921.05
1707244954,2.0,1505.15,75064.95
1707244959,2.0,1241.9,73747.8
1707244964,2.0,983.8333333333,74261.16666666
1707244969,2.0,1026.15,74555.38333333
1707244974,2.0,1866.2166666666,76266.06666666
1707244979,2.0,2633.95,75135.2
1707244984,2.0,2700.9166666666,70424.13333333
1707244989,2.0,2609.7333333333004,65695.86666666
1707244994,2.0,2553.4,67125.78333333001
1707244999,2.0,2583.3333333333003,71793.51666666
1707245004,2.0,2705.6166666666,74172.0
1707245009,2.0,2677.4,71795.18333333
1707245014,2.0,2581.8,69849.66666666
1707245019,2.0,2558.0833333333003,69275.61666666
1707245024,2.0,2544.95,68763.5
1707245029,2.0,2511.6666666666,70818.55
1707245034,2.0,1695.7166666665998,70746.35
1707245039,2.0,980.1166666666,71583.31666666
1707245044,2.0,905.55,75096.0
1707245049,2.0,1004.05,78553.86666666
1707245054,2.0,1090.0,76200.33333333
1707245059,2.0,1093.9333333333,71953.78333333001
1707245064,2.0,843.9333333333,69554.23333333
1707245069,2.0,642.8833333333,70705.21666666001
1707245074,2.0,683.7166666666,76006.95
1707245079,2.0,856.8833333333,78288.51666666
1707245084,2.0,959.4833333333,78271.78333333001
1707245089,2.0,995.7166666666,74998.56666666
1707245094,2.0,1032.0333333333,74364.1
1707245099,2.0,1007.85,73127.93333333
1707245104,2.0,1037.7666666666,72754.48333333
1707245109,2.0,1109.8666666666,73241.78333333001
1707245159,2.0,0.0,74029.85
1707245169,3.0,0.3,0.0
1707245174,3.0,0.433333333333,0.0
1707245179,3.0,0.433333333333,94.2166666666
1707245184,3.0,57.95,1137.5
1707245189,3.0,104.7,3325.5833333333
1707245194,3.0,104.7,5277.33333333
1707245199,3.0,104.7,8055.01666666
1707245204,3.0,104.7,11859.01666666
1707245209,3.0,104.7,17567.33333333
1707245214,3.0,104.7,26108.58333333
1707245219,3.0,104.7,35651.66666666
