,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737527255000,0.0
1737527260000,0.0
1737527265000,0.0
1737527270000,0.0
1737527275000,0.0
1737527280000,0.0
1737527285000,0.0
1737527290000,0.0
1737527295000,0.0
1737527300000,0.0
1737527305000,0.0
1737527310000,0.0
1737527315000,0.0
1737527320000,5274.38333333
1737527325000,9248.58333333
1737527330000,9248.58333333
1737527335000,19419.35
1737527340000,19419.35
1737527345000,19419.35
1737527350000,19419.35
1737527355000,31939.7
1737527360000,32212.0
1737527365000,32212.0
1737527370000,32212.0
1737527375000,32212.0
1737527380000,26937.61666666
1737527385000,31321.433333330002
1737527390000,38744.95
1737527395000,34460.01666666
1737527400000,42294.55
1737527405000,42815.58333333
1737527410000,46121.233333330005
1737527415000,35746.45
1737527420000,39039.06666666
1737527425000,41302.45
1737527430000,43701.38333333
1737527435000,47191.93333333
1737527440000,48601.1
1737527445000,40243.08333333
1737527450000,34562.81666666
1737527455000,36100.8
1737527460000,36765.93333333
1737527465000,41593.55
1737527470000,44117.03333333
1737527475000,41971.466666659995
1737527480000,44777.66666666
1737527485000,42514.28333333
1737527490000,45229.15
1737527495000,41738.6
1737527500000,
