Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,12773.194771239607,689.4678401349195,
2,23483.090303025027,1064.5699371941387,32350.0
3,32060.839869273197,1689.9082507632586,44365.0
4,41872.114465397724,2104.179991109061,49111.0
5,47779.59842765777,2683.9488698990135,64718.0
6,48704.94248364396,2650.6244920015743,75477.0
7,59206.38562089631,3142.3876193279075,74998.0
8,52304.647333314286,3137.344199115172,83397.0
