Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,BackpressureTime,BackpressureTimeStdErr
52,221515.81488095134,6056.757213402334,265.48557692307696,4.453853155102943,4.535714285714286,0.3887189283374472
104,241742.05572916317,3742.4631638321184,131.75150240384616,1.2036180288508556,2.703125,0.20475234540590434
156,219675.6994791614,6549.788622237635,83.86117788461539,1.3906707829403395,8.546875,2.364115619755984
208,243115.00444443754,3664.959490658078,65.36698717948718,2.277577694023208,2.783333333333333,0.2513113754039148
