,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736783625000,1507.8,1477.15,1861.4666666665998,,,,,,,,,
1736783630000,1957.9166666666,1928.4666666665998,2251.3666666666,,,,,,,,,
1736783635000,2347.7666666666,2301.4333333332997,2315.7833333333,,,,,,,,,
1736783640000,2350.1833333333,2271.5666666665998,2526.6666666666,,,,,,,,,
1736783645000,2579.3333333333003,2537.15,2619.7,,,,,,,,,
1736783650000,2681.9,2629.6666666666,2750.8,,,,,,,,,
1736783655000,2859.1833333333,2780.7833333333,2757.0333333333,,,,,,,,,
1736783660000,,,,,,,,,,,,
1736783700000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783705000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783710000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783715000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783720000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783725000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783730000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783735000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783740000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783745000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783750000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783755000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783760000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736783765000,1.3,0.0,0.0,49.2166666667,0.0,0.0,,,,,,
1736783770000,98.65,0.0,0.0,113.3666666666,0.0,0.0,,,,,,
1736783775000,157.31666666659999,0.0,0.0,189.91666666659998,131.98333333329998,0.0,,,,,,
1736783780000,201.1333333333,109.83333333329999,97.7166666666,242.08333333330003,173.48333333329998,0.0,,,,,,
1736783785000,248.51666666659997,,170.3666666666,247.13333333330002,244.93333333330003,0.0,,,,,,
1736783790000,,,,,,0.0,,,,,,
1736783795000,,,,,,0.0,,,,,,
1736783800000,,0.0,,0.0,0.0,0.0,,,,,,
1736783805000,0.0,133.8666666666,0.0,156.1,150.2833333333,0.0,,,,,,
1736783810000,223.1666666666,386.5166666666,133.3833333333,369.4833333333,254.0166666666,208.25,,,,,,
1736783815000,371.9166666666,564.45,352.7333333333,577.85,578.2333333332999,356.1166666666,,,,,,
1736783820000,587.0166666665999,846.7333333332999,555.3166666666,863.2833333333,877.7166666666,567.2833333333,,,,,,
1736783825000,928.6,1176.3166666666,828.45,1189.75,1192.9666666665998,905.1333333333,,,,,,
1736783830000,1224.3,1434.95,1148.5833333333,1427.7666666666,1422.6166666666,1183.4166666666,,,,,,
1736783835000,1430.7,1434.95,1389.9666666665998,1448.3166666666,1422.6166666666,1384.8333333333,,,,,,
1736783840000,1554.1,1434.95,1389.9666666665998,1564.9333333333,1519.4333333333,1482.4833333333,,,,,,
1736783845000,1565.8666666666,1599.35,1524.7,1681.1666666666,1575.0333333332999,1515.6833333333,,,,,,
1736783850000,1692.15,1599.35,1636.6666666666,1742.0,1734.3833333333,1637.3833333333,,,,,,
1736783855000,1818.0,1750.05,1695.6,1947.2,1947.0833333333,1704.1666666666,,,,,,
1736783860000,2011.3833333333,2137.1333333333,1893.5666666666,2137.4333333332997,2128.3833333333,1941.2166666665998,,,,,,
1736783865000,2218.65,2219.0333333333,2080.45,2199.55,2203.25,2108.6833333332997,,,,,,
1736783870000,2179.95,2241.25,2155.3166666665998,2264.2333333333,2369.0333333333,2111.7,,,,,,
1736783875000,2339.7166666666,2362.6333333333,2202.7666666666,2359.1333333333,2361.0833333333003,2243.35,,,,,,
1736783880000,2456.1166666666,2395.5333333333,2294.8166666665998,2398.4333333333,2371.2,2326.2166666666,,,,,,
1736783885000,2393.7833333333,2155.1166666666,2336.6333333333,2154.3333333333,2109.7833333333,2265.4833333333,,,,,,
1736783890000,2165.85,2210.5333333333,2075.6666666666,2223.0166666666,2220.3666666666,2102.25,,,,,,
1736783895000,2365.7666666666,2531.85,2149.7333333333,2516.0666666665998,2533.85,2174.5833333333,,,,,,
1736783900000,2514.3666666666,2863.5,2462.4166666666,2711.55,2734.2666666666,2409.55,,,,,,
1736783905000,2776.05,2823.4,2634.1666666666,2720.0166666666,2804.6166666666,2657.95,,,,,,
1736783910000,2734.6166666666,2823.4,2644.5666666665998,2659.1833333333,2645.2666666666,2629.9166666666,,,,,,
1736783915000,2608.7666666666,2767.6166666666,2585.6333333333,2453.9833333333004,2554.0333333333,2563.1333333333,,,,,,
1736783920000,2415.3833333333,2478.9333333333,2481.5,2471.6333333333,2459.0333333333,2418.4,,,,,,
1736783925000,2428.3666666666,2447.8333333333003,2403.0166666666,2450.2,2430.9166666666,2360.1333333333,,,,,,
1736783930000,2449.4166666666,2438.7833333333,2375.3666666666,2411.7666666666,2395.7666666666,2344.8833333333,,,,,,
1736783935000,2425.4166666666,2369.6,2352.3833333333,2338.1,2308.6,2335.0,,,,,,
1736783940000,2257.6666666666,2335.6,2280.2166666666,2306.4166666666,2292.7333333333,2221.8166666665998,,,,,,
1736783945000,2335.4166666666,2626.45,2251.9,2609.8,2626.3333333333003,2229.2,,,,,,
1736783950000,2677.6,2629.0833333333003,2568.9333333333,2608.9166666666,2590.9,2536.95,,,,,,
1736783955000,2543.4333333333,2580.95,2542.2166666666,2553.2,2528.7166666666,2546.45,,,,,,
1736783960000,2459.3166666665998,2249.3,2487.8166666665998,2241.1,2231.4833333333,2428.3666666666,,,,,,
1736783965000,2185.8666666666,,2181.3333333333,2116.4,,2146.7666666666,,,,,,
1736783970000,,,,,,,,,,,,
1736784005000,0.0,,,,0.0,,0.0,0.0,0.0,,,
1736784010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784015000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784020000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784025000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784030000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784035000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784040000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784045000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784050000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784055000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784060000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784065000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784070000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784075000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1736784080000,0.01666666666666,0.0,0.0,0.0,1.083333333333,0.0,0.95,0.0,0.8,,,
1736784085000,5.566666666666,1.066666666666,0.0,0.0,12.3,3.65,12.116666666666,0.366666666667,11.733333333333,,,
1736784090000,40.3,18.116666666666,6.783333333333,43.3166666667,71.6333333333,28.216666666666,70.2833333333,11.6,60.5333333333,,,
1736784095000,136.5166666666,78.6833333333,46.8166666667,43.3166666667,169.2833333333,107.15,165.25,62.7,151.95,,,
1736784100000,187.7666666666,175.85,141.0666666666,133.0166666666,222.7666666666,201.0666666666,220.0833333333,156.05,214.1,,,
1736784105000,301.18333333329997,216.7333333333,189.4666666666,209.4833333333,349.8166666666,267.5,345.3,211.1166666666,310.45,,,
1736784110000,349.75,339.0166666666,306.88333333329996,292.7833333333,386.88333333329996,359.95,383.95,316.0666666666,373.88333333329996,,,
1736784115000,378.2,375.43333333329997,352.7666666666,333.38333333329996,421.4,374.6,417.4166666666,368.88333333329996,399.55,,,
1736784120000,490.5666666666,414.05,392.9833333333,372.8666666666,512.6666666666,452.6,520.0,397.5166666666,509.8666666666,,,
1736784125000,490.5666666666,519.2666666666,501.3166666666,476.8,538.3333333333,520.9333333333,535.6833333333,499.18333333329997,521.0,,,
1736784130000,599.6666666665999,530.8333333333,538.7333333332999,476.8,630.6833333333,543.3833333333,625.1166666665999,511.9166666666,602.2666666665999,,,
1736784135000,735.7166666666,623.2833333333,600.0333333333,573.2666666666,793.8,674.65,791.05,596.0166666665999,739.1,,,
1736784140000,852.3166666666,807.65,743.5333333333,701.2333333332999,998.7833333333,871.1333333333,991.15,750.5,954.9333333333,,,
1736784145000,1150.8833333333,968.5166666665999,967.2333333332999,918.65,1209.25,992.4333333333,1204.9666666665998,942.5666666666,1165.2333333333,,,
1736784150000,1295.9833333333,1176.1833333333,1146.9666666665998,1096.1166666666,1338.8833333333,1241.85,1332.15,1149.8666666666,1304.8833333333,,,
1736784155000,1275.7166666665998,1286.6166666666,1348.9666666665998,1289.4166666666,1382.2833333332999,1322.9833333333,1379.3333333333,1276.5833333333,1345.05,,,
1736784160000,1573.4,1386.3833333333,1415.2833333332999,1345.6166666666,1608.0166666666,1424.05,1606.0333333332999,1321.0,1536.85,,,
1736784165000,1665.4833333333,1579.8333333333,1567.75,1467.2,1719.7666666666,1581.1166666666,1707.15,1520.4333333333,1676.5166666666,,,
1736784170000,1751.6,1684.75,1681.9166666666,1612.6,1889.7666666666,1669.35,1877.6166666666,1641.55,1809.15,,,
1736784175000,1863.3666666666,1837.9166666666,1804.7666666666,1714.1333333333,2004.8666666666,1877.2,1995.5166666666,1790.7833333332999,1930.7166666665998,,,
1736784180000,1952.9166666666,1953.25,2001.15,1903.9,1932.3166666666,1924.55,1919.8333333333,1901.2333333333,1858.9166666666,,,
1736784185000,1952.9166666666,1881.9,1960.2666666666,1863.35,1991.55,1902.3666666666,1989.05,1827.75,1927.4333333333,,,
1736784190000,2023.6833333333,1919.2166666665998,1922.85,1945.15,2000.1,1916.0,1998.6333333333,1896.15,1943.8333333333,,,
1736784195000,1902.7,1925.2166666665998,2031.0666666666,1929.0,2008.1666666666,1917.2833333332999,2003.1333333333,1906.55,1978.85,,,
1736784200000,2086.7833333333,1927.9333333333,2027.05,1933.2666666666,1942.9333333333,1912.3833333333,1943.1333333333,1915.8333333333,1895.3166666666,,,
1736784205000,1796.9333333333,1879.5,1980.5833333333,1883.0333333332999,1910.7,1944.3,1904.6666666666,1852.1,1846.5333333332999,,,
1736784210000,1964.5166666666,1854.5333333332999,1933.6833333333,1826.5166666666,1933.0333333332999,1846.9666666665998,1880.1666666666,1817.8833333333,1857.9333333333,,,
1736784215000,2118.9666666666,1848.5666666666,1912.7,1815.8666666666,2024.2333333333,1900.4666666665998,2021.6166666666,1833.45,1967.5833333333,,,
1736784220000,1892.8666666666,1938.35,1971.65,1884.4166666666,1968.65,1910.2333333333,1928.1666666666,1922.8166666666,1905.1666666666,,,
1736784225000,1780.3666666666,1888.0333333332999,1910.4,1803.3833333333,1811.75,1845.5,1810.1833333333,1872.0333333332999,1752.1333333333,,,
1736784230000,1945.8333333333,1759.1833333333,1875.0666666666,1766.1833333333,1824.5666666666,1792.45,1828.9666666665998,1728.0166666666,1770.35,,,
1736784235000,2049.0333333333,1770.1166666666,1890.6333333333,1803.6666666666,1911.6333333333,1819.95,1803.1166666666,1740.7,1853.2333333333,,,
1736784240000,1908.0833333333,1833.4,1913.6,1812.9,2083.75,1837.65,1994.4333333333,1818.05,2002.7,,,
1736784245000,2166.5333333333,2005.5333333332999,2051.9166666666,1969.2,2079.7,2057.1833333332997,1994.4333333333,1977.4833333333,2011.65,,,
1736784250000,1991.5666666666,2014.0166666666,2181.6833333332997,1990.2333333333,2116.4333333332997,2021.1,2072.0666666665998,1980.8,2019.6166666666,,,
1736784255000,2089.0,2047.7333333333,2116.05,2008.6333333333,2049.3333333333,2070.1833333332997,2078.25,2015.5166666666,1978.1,,,
1736784260000,2015.8666666666,1960.1666666666,2112.85,2010.8,2098.15,1981.0833333333,2046.4333333333,1950.6166666666,2014.05,,,
1736784265000,2122.9666666666,2048.6333333333,2059.35,1963.0666666666,1927.8666666666,1978.0666666666,2095.4,1998.3333333333,1880.55,,,
1736784270000,,,,,,,,,,,,
1736784310000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784315000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784320000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784325000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784330000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784335000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784340000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784345000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784350000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784355000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784360000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736784365000,0.0,0.0,1.2,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0
1736784370000,0.03333333333333,14.316666666666,34.2833333333,0.866666666666,29.816666666666,0.06666666666666,4.066666666666,22.85,0.0,2.7,6.616666666666,1.35
1736784375000,19.116666666666,67.6833333333,117.8166666666,31.916666666666,106.65,18.883333333333,60.8833333333,91.0666666666,43.85,43.1166666667,57.1166666667,33.25
1736784380000,84.0333333333,141.6166666666,184.15,117.8333333333,178.8166666666,85.6166666666,132.65,178.5166666666,124.85,134.25,151.0833333333,113.8166666666
1736784385000,132.6166666666,231.05,272.8833333333,185.75,268.6,177.9166666666,241.2833333333,256.5833333333,211.9166666666,189.45,196.15,181.5166666666
1736784390000,259.4,278.5166666666,335.9833333333,286.6333333333,329.7166666666,254.4,283.75,333.4666666666,269.0333333333,292.43333333329997,322.5166666666,271.8333333333
1736784395000,297.9833333333,341.3666666666,376.83333333329995,350.58333333329995,361.83333333329995,332.4666666666,309.0166666666,358.05,277.0833333333,352.2166666666,333.9,334.7666666666
1736784400000,362.9833333333,474.1666666666,533.85,389.8666666666,514.7666666666,349.9,508.3,499.0666666666,447.2166666666,416.6,433.08333333329995,372.3166666666
1736784405000,510.2833333333,633.6,693.5166666665999,550.75,667.5333333333,492.4666666666,678.5166666665999,666.85,606.1833333333,576.9333333333,590.0333333333,524.85
1736784410000,658.7166666666,768.2166666666,826.95,714.65,809.7333333332999,656.9,799.3333333333,771.3833333333,763.9,735.4333333333,738.9333333333,684.5166666665999
1736784415000,799.6833333333,909.2,988.6333333333,862.3166666666,956.7833333333,768.7166666666,968.5166666665999,955.1833333333,890.4666666666,877.0,863.5333333333,821.3
1736784420000,856.0333333333,1083.5166666666,1166.6333333333,1018.9333333333,1128.65,938.5,1150.2333333333,1135.8333333333,1069.3666666666,1037.9333333333,1035.0,978.1
1736784425000,1163.8,1264.2833333332999,1310.05,1209.1166666666,1284.45,1116.8666666666,1324.9166666666,1293.1666666666,1250.5,1229.1,1198.0833333333,1155.1666666666
1736784430000,1338.3166666666,1406.95,1460.3166666666,1367.4833333333,1408.2666666666,1279.2333333333,1496.8166666666,1429.85,1395.9333333333,1351.1833333333,1347.4,1301.9
1736784435000,1340.85,1528.0833333333,1567.7333333333,1517.2166666665998,1529.8,1427.95,1615.2833333332999,1560.2666666666,1530.2833333332999,1512.3333333333,1471.0166666666,1445.6333333333
1736784440000,1587.2333333333,1638.35,1668.7333333333,1628.5333333332999,1581.1,1548.8833333333,1723.8333333333,1612.95,1636.1666666666,1631.05,1567.5,1558.25
1736784445000,1732.8666666666,1726.1666666666,1762.6,1741.2666666666,1701.4333333333,1609.1333333333,1808.1166666666,1734.8,1724.1333333333,1750.5833333333,1675.3666666666,1602.25
1736784450000,1606.0833333333,1750.8666666666,1708.6,1824.9333333333,1676.0,1721.2666666666,1829.6666666666,1708.4833333333,1756.1333333333,1809.7,1674.7333333333,1747.7166666665998
1736784455000,1818.5666666666,1812.0,1802.1333333333,1774.6666666666,1773.7666666666,1700.9166666666,1908.4833333333,1816.0666666666,1874.9833333333,1759.5166666666,1764.5,1694.6833333333
1736784460000,1753.5666666666,1767.65,1752.95,1875.7666666666,1727.7,1806.7833333332999,1839.5166666666,1781.65,1788.2666666666,1828.7333333333,1740.7666666666,1788.35
1736784465000,1728.5166666666,1728.15,1756.75,1828.3333333333,1733.4333333333,1771.5833333333,1777.6833333333,1756.8666666666,1753.5333333332999,1807.55,1710.4833333333,1747.15
1736784470000,1819.9333333333,1739.3666666666,1755.5166666666,1835.2,1722.25,1744.4166666666,1833.7333333333,1795.65,1730.3333333333,1815.05,1701.1833333333,1747.3333333333
1736784475000,1867.05,1775.6166666666,1779.0833333333,1825.45,1757.3666666666,1776.35,1844.0,1790.9166666666,1792.2166666665998,1804.1833333333,1738.1666666666,1740.4333333333
1736784480000,1995.3666666666,1766.9166666666,1722.15,1860.3333333333,1703.3,1781.1,1833.7,1748.7166666665998,1759.95,1838.6333333333,1740.85,1771.0333333332999
1736784485000,1838.95,1749.75,1796.6666666666,1799.4833333333,1741.3333333333,1755.9166666666,1830.6833333333,1762.45,1745.7666666666,1821.0,1745.4666666665998,1713.7166666665998
1736784490000,1664.4,1736.3,1749.75,1860.15,1743.2666666666,1763.9666666665998,1806.0166666666,1767.0,1761.6666666666,1860.65,1725.15,1780.3166666666
1736784495000,1983.4833333333,1752.4333333333,1728.8833333333,1827.6833333333,1710.6,1746.3666666666,1819.6666666666,1757.4833333333,1754.4666666665998,1805.45,1711.8,1741.95
1736784500000,1873.5666666666,1777.15,1813.2333333333,1807.4166666666,1817.3333333333,1747.7666666666,1879.3833333333,1828.95,1770.15,1803.5333333332999,1737.7,1718.5833333333
1736784505000,1780.95,1799.6666666666,1814.2,1882.05,1802.2666666666,1810.0833333333,1877.6166666666,1833.5333333332999,1810.0,1861.7166666665998,1769.2,1854.45
1736784510000,2109.5166666666,1913.6833333333,1995.6333333333,1893.95,1944.3333333333,1816.4833333333,2000.1833333333,1943.2,1828.0333333332999,1896.1,1789.7833333332999,1803.55
1736784515000,1919.5166666666,1870.05,1874.2833333332999,2076.2833333333,1838.6666666666,1929.9,1968.95,1873.55,1865.6666666666,2066.4666666666,1858.3166666666,1982.65
1736784520000,2100.1666666666,1932.8333333333,1984.25,1952.3166666666,1945.3666666666,1872.4,1997.2333333333,1895.1833333333,1939.75,2051.8333333333,1916.0333333332999,1864.2833333332999
1736784525000,1977.9166666666,1927.3333333333,1927.6833333333,2066.55,1881.9,1920.05,2024.8333333333,1936.5666666666,1913.5166666666,2017.05,1870.5833333333,1967.8333333333
1736784530000,1854.6833333333,1881.9833333333,1902.85,1998.5333333332999,1862.8833333333,1920.0833333333,1949.0,1888.95,1887.15,1960.3,1845.0833333333,1915.2666666666
1736784535000,1963.6,1820.7833333332999,1841.45,1984.1,1790.1,1872.3333333333,1876.95,1788.45,1820.85,1965.3833333333,1831.35,1894.7166666665998
1736784540000,1868.15,1853.0833333333,1942.2333333333,1912.2,1887.5833333333,1794.4833333333,1946.7333333333,1890.3,1855.3666666666,1888.7166666665998,1812.35,1827.4666666665998
1736784545000,1910.4,1886.3166666666,1919.8166666666,2011.7166666665998,1890.4666666665998,1873.7166666665998,1967.1833333333,1922.4,1892.2833333332999,1935.65,1850.0,1910.1
1736784550000,2175.9,1927.0166666666,1966.75,2006.05,1912.1,1900.6333333333,2019.2,1933.5333333332999,1892.4833333333,1974.6166666666,1839.1333333333,1910.1
1736784555000,1893.9333333333,1931.5333333332999,1994.55,2042.2166666665998,,1933.4166666666,2023.1833333333,1932.5666666666,1935.9,2037.8333333333,1919.5,1954.1166666666
1736784560000,,,,,,,,,,,,
