,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
1736783790000,,,,,,,,,,,,
1736783800000,,1000.0,,1000.0,1000.0,,,,,,,
1736783805000,1000.0,419.0,1000.0,63.0,313.0,1000.0,,,,,,
1736783810000,636.0,686.0,278.0,265.0,654.0,802.0,,,,,,
1736783815000,818.0,533.0,626.0,474.0,588.0,842.0,,,,,,
1736783820000,879.0,512.0,530.0,464.0,581.0,846.0,,,,,,
1736783825000,909.0,510.0,527.0,454.0,569.0,780.0,,,,,,
1736783830000,928.0,490.0,525.0,441.0,548.0,689.0,,,,,,
1736783835000,940.0,563.0,502.0,521.0,612.0,645.0,,,,,,
1736783840000,928.0,618.0,573.0,538.0,661.0,625.0,,,,,,
1736783845000,929.0,660.0,626.0,522.0,699.0,633.0,,,,,,
1736783850000,926.0,694.0,645.0,536.0,720.0,588.0,,,,,,
1736783855000,921.0,722.0,648.0,520.0,687.0,596.0,,,,,,
1736783860000,903.0,737.0,621.0,515.0,675.0,563.0,,,,,,
1736783865000,906.0,723.0,615.0,529.0,667.0,549.0,,,,,,
1736783870000,935.0,677.0,611.0,530.0,620.0,505.0,,,,,,
1736783875000,935.0,687.0,562.0,480.0,613.0,465.0,,,,,,
1736783880000,932.0,685.0,559.0,471.0,598.0,418.0,,,,,,
1736783885000,928.0,703.0,546.0,498.0,618.0,392.0,,,,,,
1736783890000,928.0,702.0,563.0,499.0,628.0,434.0,,,,,,
1736783895000,924.0,650.0,610.0,447.0,572.0,419.0,,,,,,
1736783900000,929.0,597.0,555.0,416.0,518.0,402.0,,,,,,
1736783905000,934.0,577.0,499.0,449.0,508.0,373.0,,,,,,
1736783910000,942.0,577.0,503.0,477.0,515.0,423.0,,,,,,
1736783915000,952.0,568.0,530.0,530.0,566.0,451.0,,,,,,
1736783920000,976.0,504.0,578.0,507.0,534.0,486.0,,,,,,
1736783925000,980.0,542.0,544.0,521.0,577.0,475.0,,,,,,
1736783930000,978.0,527.0,563.0,534.0,563.0,481.0,,,,,,
1736783935000,971.0,535.0,551.0,561.0,573.0,493.0,,,,,,
1736783940000,974.0,536.0,559.0,573.0,576.0,515.0,,,,,,
1736783945000,979.0,511.0,568.0,564.0,545.0,547.0,,,,,,
1736783950000,974.0,502.0,539.0,561.0,526.0,523.0,,,,,,
1736783955000,978.0,503.0,494.0,571.0,539.0,529.0,,,,,,
1736783960000,984.0,556.0,500.0,630.0,594.0,552.0,,,,,,
1736783965000,985.0,,557.0,631.0,,607.0,,,,,,
1736783970000,,,,,,,,,,,,
1736784035000,,,,,,942.0,,,,,,
1736784040000,,,,,,783.0,,,971.0,,,
1736784045000,,,,,,670.0,1000.0,,848.0,,,
1736784050000,,,,1000.0,,586.0,909.0,,754.0,,,
1736784055000,,1000.0,,1000.0,941.0,517.0,816.0,1000.0,677.0,,,
1736784060000,,925.0,1000.0,972.0,855.0,463.0,740.0,910.0,615.0,,,
1736784065000,1000.0,838.0,1000.0,874.0,782.0,419.0,678.0,826.0,563.0,,,
1736784070000,989.0,766.0,916.0,795.0,698.0,383.0,594.0,757.0,480.0,,,
1736784075000,905.0,681.0,838.0,726.0,613.0,298.0,509.0,674.0,396.0,,,
1736784080000,831.0,596.0,752.0,641.0,531.0,215.0,426.0,588.0,315.0,,,
1736784085000,809.0,514.0,671.0,560.0,454.0,134.0,345.0,504.0,237.0,,,
1736784090000,792.0,434.0,603.0,429.0,377.0,51.0,266.0,424.0,161.0,,,
1736784095000,790.0,356.0,548.0,429.0,298.0,0.0,187.0,350.0,79.0,,,
1736784100000,790.0,275.0,503.0,385.0,237.0,12.0,115.0,271.0,38.0,,,
1736784105000,790.0,203.0,474.0,355.0,174.0,22.0,46.0,216.0,51.0,,,
1736784110000,790.0,140.0,408.0,281.0,119.0,49.0,52.0,153.0,80.0,,,
1736784115000,790.0,65.0,389.0,267.0,90.0,52.0,59.0,92.0,86.0,,,
1736784120000,781.0,48.0,327.0,246.0,131.0,60.0,92.0,93.0,121.0,,,
1736784125000,781.0,78.0,276.0,279.0,136.0,93.0,91.0,125.0,122.0,,,
1736784130000,767.0,84.0,341.0,362.0,153.0,101.0,105.0,125.0,137.0,,,
1736784135000,844.0,95.0,354.0,392.0,184.0,113.0,132.0,141.0,182.0,,,
1736784140000,917.0,119.0,385.0,429.0,192.0,142.0,140.0,176.0,195.0,,,
1736784145000,936.0,134.0,411.0,469.0,206.0,170.0,176.0,184.0,211.0,,,
1736784150000,949.0,158.0,409.0,466.0,222.0,182.0,189.0,200.0,221.0,,,
1736784155000,950.0,185.0,412.0,479.0,263.0,228.0,221.0,210.0,253.0,,,
1736784160000,950.0,217.0,425.0,491.0,261.0,231.0,231.0,237.0,250.0,,,
1736784165000,942.0,219.0,390.0,456.0,255.0,234.0,232.0,233.0,257.0,,,
1736784170000,942.0,211.0,396.0,472.0,297.0,244.0,280.0,230.0,285.0,,,
1736784175000,942.0,264.0,392.0,462.0,298.0,291.0,281.0,263.0,286.0,,,
1736784180000,951.0,265.0,397.0,443.0,328.0,308.0,317.0,259.0,313.0,,,
1736784185000,951.0,319.0,417.0,463.0,353.0,360.0,353.0,294.0,351.0,,,
1736784190000,977.0,321.0,429.0,438.0,346.0,359.0,350.0,315.0,341.0,,,
1736784195000,977.0,333.0,455.0,415.0,355.0,391.0,363.0,306.0,337.0,,,
1736784200000,977.0,338.0,474.0,428.0,378.0,374.0,386.0,313.0,350.0,,,
1736784205000,980.0,367.0,458.0,398.0,390.0,404.0,381.0,330.0,379.0,,,
1736784210000,985.0,361.0,489.0,425.0,381.0,398.0,389.0,340.0,374.0,,,
1736784215000,962.0,362.0,467.0,406.0,351.0,386.0,379.0,334.0,355.0,,,
1736784220000,956.0,348.0,439.0,378.0,395.0,407.0,432.0,318.0,397.0,,,
1736784225000,963.0,397.0,476.0,418.0,384.0,441.0,423.0,353.0,381.0,,,
1736784230000,957.0,388.0,477.0,436.0,328.0,409.0,370.0,340.0,342.0,,,
1736784235000,947.0,348.0,432.0,393.0,339.0,384.0,408.0,298.0,353.0,,,
1736784240000,945.0,378.0,429.0,398.0,324.0,431.0,423.0,310.0,351.0,,,
1736784245000,945.0,345.0,439.0,407.0,351.0,415.0,423.0,300.0,361.0,,,
1736784250000,945.0,403.0,393.0,387.0,421.0,493.0,460.0,331.0,440.0,,,
1736784255000,952.0,446.0,439.0,466.0,385.0,504.0,532.0,401.0,403.0,,,
1736784260000,952.0,419.0,421.0,454.0,369.0,502.0,500.0,364.0,389.0,,,
1736784265000,950.0,393.0,420.0,452.0,399.0,474.0,482.0,350.0,402.0,,,
1736784270000,,,,,,,,,,,,
1736784335000,,,,,,,,,,1000.0,,
1736784340000,,,,,,,,,,1000.0,,
1736784345000,,,,,,,,,,1000.0,,
1736784350000,,,,,,1000.0,,,,985.0,,
1736784355000,1000.0,,981.0,1000.0,1000.0,981.0,,1000.0,,859.0,,
1736784360000,1000.0,1000.0,882.0,985.0,950.0,869.0,,913.0,,762.0,,
1736784365000,924.0,1000.0,803.0,885.0,863.0,780.0,1000.0,830.0,1000.0,684.0,1000.0,1000.0
1736784370000,840.0,929.0,740.0,805.0,795.0,709.0,987.0,765.0,989.0,623.0,936.0,973.0
1736784375000,796.0,892.0,661.0,741.0,716.0,656.0,985.0,690.0,977.0,580.0,863.0,895.0
1736784380000,771.0,874.0,589.0,664.0,644.0,582.0,985.0,619.0,977.0,503.0,789.0,818.0
1736784385000,753.0,802.0,519.0,592.0,567.0,513.0,985.0,546.0,956.0,431.0,712.0,746.0
1736784390000,711.0,781.0,452.0,519.0,504.0,435.0,982.0,494.0,928.0,368.0,656.0,673.0
1736784395000,711.0,753.0,374.0,453.0,425.0,386.0,982.0,417.0,928.0,292.0,577.0,608.0
1736784400000,646.0,689.0,304.0,376.0,351.0,309.0,964.0,346.0,881.0,216.0,496.0,528.0
1736784405000,620.0,628.0,230.0,304.0,280.0,237.0,919.0,285.0,823.0,146.0,425.0,459.0
1736784410000,610.0,568.0,198.0,232.0,231.0,173.0,875.0,240.0,764.0,80.0,360.0,384.0
1736784415000,599.0,536.0,143.0,186.0,157.0,137.0,837.0,177.0,739.0,121.0,308.0,341.0
1736784420000,599.0,463.0,160.0,122.0,130.0,164.0,770.0,180.0,668.0,127.0,236.0,264.0
1736784425000,656.0,396.0,183.0,137.0,147.0,180.0,708.0,202.0,600.0,144.0,163.0,197.0
1736784430000,719.0,437.0,206.0,156.0,172.0,201.0,692.0,241.0,583.0,191.0,203.0,177.0
1736784435000,776.0,403.0,217.0,181.0,181.0,238.0,623.0,249.0,522.0,208.0,209.0,208.0
1736784440000,793.0,360.0,246.0,189.0,204.0,243.0,563.0,264.0,457.0,219.0,218.0,217.0
1736784445000,791.0,403.0,245.0,216.0,212.0,250.0,529.0,297.0,449.0,252.0,253.0,243.0
1736784450000,833.0,375.0,293.0,220.0,251.0,280.0,491.0,317.0,421.0,239.0,244.0,256.0
1736784455000,833.0,398.0,334.0,266.0,298.0,293.0,491.0,392.0,418.0,306.0,319.0,303.0
1736784460000,898.0,399.0,324.0,308.0,293.0,356.0,450.0,385.0,404.0,338.0,341.0,348.0
1736784465000,924.0,399.0,352.0,301.0,311.0,357.0,448.0,399.0,396.0,329.0,338.0,337.0
1736784470000,934.0,399.0,316.0,320.0,287.0,370.0,428.0,372.0,401.0,357.0,361.0,364.0
1736784475000,945.0,365.0,320.0,296.0,295.0,349.0,402.0,371.0,365.0,335.0,351.0,335.0
1736784480000,920.0,373.0,335.0,306.0,307.0,344.0,411.0,384.0,368.0,345.0,350.0,351.0
1736784485000,916.0,409.0,346.0,322.0,319.0,354.0,431.0,396.0,397.0,369.0,384.0,368.0
1736784490000,935.0,360.0,330.0,319.0,303.0,368.0,391.0,368.0,345.0,332.0,325.0,347.0
1736784495000,935.0,375.0,339.0,307.0,308.0,340.0,395.0,365.0,357.0,318.0,327.0,328.0
1736784500000,909.0,413.0,332.0,315.0,306.0,339.0,421.0,379.0,394.0,342.0,356.0,342.0
1736784505000,929.0,375.0,335.0,308.0,306.0,357.0,388.0,351.0,359.0,313.0,330.0,330.0
1736784510000,913.0,392.0,321.0,311.0,306.0,337.0,399.0,367.0,379.0,328.0,349.0,325.0
1736784515000,910.0,370.0,353.0,305.0,326.0,335.0,382.0,354.0,350.0,301.0,316.0,307.0
1736784520000,910.0,430.0,405.0,333.0,390.0,332.0,439.0,431.0,405.0,344.0,375.0,335.0
1736784525000,910.0,422.0,371.0,393.0,360.0,403.0,407.0,405.0,411.0,372.0,394.0,380.0
1736784530000,910.0,411.0,366.0,365.0,360.0,379.0,401.0,404.0,393.0,338.0,358.0,348.0
1736784535000,906.0,430.0,393.0,364.0,393.0,378.0,426.0,437.0,401.0,332.0,365.0,349.0
1736784540000,920.0,449.0,374.0,395.0,379.0,408.0,430.0,433.0,426.0,380.0,403.0,384.0
1736784545000,931.0,408.0,360.0,378.0,366.0,412.0,406.0,420.0,395.0,356.0,375.0,365.0
1736784550000,915.0,443.0,389.0,380.0,396.0,394.0,438.0,451.0,430.0,360.0,408.0,365.0
1736784555000,903.0,431.0,379.0,429.0,,424.0,429.0,448.0,424.0,389.0,416.0,402.0
1736784560000,,,,,,,,,,,,
