,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737531535000,1000.0
1737531540000,1000.0
1737531545000,0.0
1737531550000,0.0
1737531555000,0.0
1737531560000,0.0
1737531565000,39.0
1737531570000,199.0
1737531575000,314.0
1737531580000,400.0
1737531585000,466.0
1737531590000,520.0
1737531595000,563.0
1737531600000,600.0
1737531605000,743.0
1737531610000,827.0
1737531615000,905.0
1737531620000,984.0
1737531625000,1000.0
1737531630000,1000.0
1737531635000,1000.0
1737531640000,1000.0
1737531645000,1000.0
1737531650000,1000.0
1737531655000,1000.0
1737531660000,1000.0
1737531665000,1000.0
1737531670000,1000.0
1737531675000,1000.0
1737531680000,1000.0
1737531685000,1000.0
1737531690000,1000.0
1737531695000,1000.0
1737531700000,1000.0
1737531705000,1000.0
1737531710000,1000.0
1737531715000,1000.0
1737531720000,1000.0
1737531725000,1000.0
1737531730000,1000.0
1737531735000,1000.0
1737531740000,1000.0
1737531745000,1000.0
1737531750000,1000.0
1737531755000,1000.0
1737531760000,1000.0
1737531765000,1000.0
1737531770000,1000.0
1737531775000,
