,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737213695000,1000.0
1737213700000,376.0
1737213705000,384.0
1737213710000,292.0
1737213715000,446.0
1737213720000,557.0
1737213725000,631.0
1737213730000,684.0
1737213735000,723.0
1737213740000,754.0
1737213745000,779.0
1737213750000,799.0
1737213755000,816.0
1737213760000,868.0
1737213765000,918.0
1737213770000,993.0
1737213775000,1000.0
1737213780000,1000.0
1737213785000,1000.0
1737213790000,1000.0
1737213795000,1000.0
1737213800000,1000.0
1737213805000,1000.0
1737213810000,1000.0
1737213815000,1000.0
1737213820000,1000.0
1737213825000,1000.0
1737213830000,1000.0
1737213835000,1000.0
1737213840000,1000.0
1737213845000,1000.0
1737213850000,1000.0
1737213855000,1000.0
1737213860000,1000.0
1737213865000,1000.0
1737213870000,1000.0
1737213875000,1000.0
1737213880000,1000.0
1737213885000,1000.0
1737213890000,1000.0
1737213895000,1000.0
1737213900000,1000.0
1737213905000,1000.0
1737213910000,1000.0
1737213915000,1000.0
1737213920000,1000.0
1737213925000,1000.0
1737213930000,1000.0
1737213935000,1000.0
1737213940000,
