,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737532855000,0.0
1737532860000,0.0
1737532865000,0.0
1737532870000,70.7833333333
1737532875000,485.2
1737532880000,485.2
1737532885000,5406.35
1737532890000,7782.383333329999
1737532895000,15655.08333333
1737532900000,19119.43333333
1737532905000,22079.7
1737532910000,27286.66666666
1737532915000,39018.716666659995
1737532920000,39018.716666659995
1737532925000,39018.716666659995
1737532930000,48766.65
1737532935000,48352.233333330005
1737532940000,48352.233333330005
1737532945000,49775.3
1737532950000,48561.43333333
1737532955000,40688.733333330005
1737532960000,42424.08333333
1737532965000,39463.81666666
1737532970000,35797.08333333
1737532975000,24065.03333333
1737532980000,30812.683333330002
1737532985000,38106.81666666
1737532990000,35320.08333333
1737532995000,42485.03333333
1737533000000,43551.4
1737533005000,41556.06666666
1737533010000,40687.35
1737533015000,46601.9
1737533020000,41402.2
1737533025000,47124.55
1737533030000,45584.31666666
1737533035000,46164.38333333
1737533040000,40560.05
1737533045000,38952.88333333
1737533050000,39916.35
1737533055000,40952.93333333
1737533060000,45798.966666659995
1737533065000,44041.16666666
1737533070000,46921.75
1737533075000,41412.75
1737533080000,47223.233333330005
1737533085000,41500.88333333
1737533090000,46843.93333333
1737533095000,
