,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737523985000,1000.0
1737523990000,1000.0
1737523995000,0.0
1737524000000,0.0
1737524005000,0.0
1737524010000,0.0
1737524015000,0.0
1737524020000,149.0
1737524025000,270.0
1737524030000,362.0
1737524035000,433.0
1737524040000,489.0
1737524045000,536.0
1737524050000,575.0
1737524055000,715.0
1737524060000,797.0
1737524065000,875.0
1737524070000,958.0
1737524075000,1000.0
1737524080000,1000.0
1737524085000,1000.0
1737524090000,
1737524110000,1000.0
1737524115000,860.0
1737524120000,930.0
1737524125000,954.0
1737524130000,965.0
1737524135000,972.0
1737524140000,977.0
1737524145000,980.0
1737524150000,
1737524170000,1000.0
1737524175000,1000.0
1737524180000,877.0
1737524185000,939.0
1737524190000,
