,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737230895000,0.0
1737230900000,0.0
1737230905000,2242.5
1737230910000,7689.86666666
1737230915000,11111.76666666
1737230920000,17419.16666666
1737230925000,21174.566666659997
1737230930000,22468.53333333
1737230935000,33868.58333333
1737230940000,33868.58333333
1737230945000,33868.58333333
1737230950000,42376.33333333
1737230955000,42688.9
1737230960000,42688.9
1737230965000,46433.53333333
1737230970000,40986.16666666
1737230975000,40335.216666659995
1737230980000,37418.0
1737230985000,33765.18333333
1737230990000,37907.0
1737230995000,26506.95
1737231000000,27047.46666666
1737231005000,31221.266666659998
1737231010000,29338.566666659997
1737231015000,35297.7
1737231020000,41102.16666666
1737231025000,40135.56666666
1737231030000,40656.83333333
1737231035000,38855.28333333
1737231040000,40530.13333333
1737231045000,40427.55
1737231050000,40552.01666666
1737231055000,40552.01666666
1737231060000,41321.41666666
1737231065000,37147.61666666
1737231070000,37401.13333333
1737231075000,37039.93333333
1737231080000,37268.35
1737231085000,37612.88333333
1737231090000,37091.61666666
1737231095000,39760.95
1737231100000,36995.05
1737231105000,37362.466666659995
1737231110000,37519.61666666
1737231115000,37519.61666666
1737231120000,37586.85
1737231125000,37586.85
1737231130000,35839.85
1737231135000,
