,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737526270000,0.0
1737526275000,0.0
1737526280000,0.0
1737526285000,130.5833333333
1737526290000,517.4166666666
1737526295000,798.4666666666
1737526300000,12214.16666666
1737526305000,17702.266666659998
1737526310000,17736.16666666
1737526315000,23350.316666659997
1737526320000,28207.48333333
1737526325000,32982.16666666
1737526330000,33838.55
1737526335000,44405.35
1737526340000,48351.4
1737526345000,48220.81666666
1737526350000,57577.33333333
1737526355000,58018.38333333
1737526360000,46602.68333333
1737526365000,46682.6
1737526370000,48774.516666660005
1737526375000,43160.36666666
1737526380000,44224.76666666
1737526385000,39450.08333333
1737526390000,38870.78333333
1737526395000,
1737526415000,0.0
1737526420000,0.0
1737526425000,5.816666666666
1737526430000,61.7333333333
1737526435000,9106.65
1737526440000,15610.73333333
1737526445000,21692.36666666
1737526450000,27855.183333330002
1737526455000,28646.65
1737526460000,28646.65
1737526465000,36349.33333333
1737526470000,42042.466666659995
1737526475000,43264.95
1737526480000,43264.95
1737526485000,43259.13333333
1737526490000,43248.03333333
1737526495000,
