,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737531875000,0.0
1737531880000,0.0
1737531885000,0.0
1737531890000,147.3
1737531895000,555.6166666666
1737531900000,564.5666666666
1737531905000,8818.56666666
1737531910000,14697.783333329999
1737531915000,16868.3
1737531920000,23203.2
1737531925000,26744.133333330003
1737531930000,34814.966666659995
1737531935000,34814.966666659995
1737531940000,44706.86666666
1737531945000,48417.56666666
1737531950000,48270.266666660005
1737531955000,56028.21666666
1737531960000,58539.68333333
1737531965000,50285.68333333
1737531970000,47152.18333333
1737531975000,49103.05
1737531980000,42768.15
1737531985000,44857.65
1737531990000,36786.81666666
1737531995000,37356.466666659995
1737532000000,27464.566666659997
1737532005000,29086.23333333
1737532010000,35779.68333333
1737532015000,36297.3
1737532020000,41310.3
1737532025000,47661.88333333
1737532030000,50873.65
1737532035000,46752.266666660005
1737532040000,50965.95
1737532045000,47175.78333333
1737532050000,47719.43333333
1737532055000,48305.2
1737532060000,48305.2
1737532065000,47001.233333330005
1737532070000,47494.366666660004
1737532075000,44626.43333333
1737532080000,43941.11666666
1737532085000,44291.966666659995
1737532090000,46986.91666666001
1737532095000,47600.483333330005
1737532100000,49463.1
1737532105000,47622.83333333
1737532110000,52654.366666660004
1737532115000,51498.95
1737532120000,
