,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737807700000,1.0,13.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,123.0,2311.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807705000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3641.0,14714000.0,6.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807710000,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,51.0,2003000.0,7.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807715000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,142794000.0,82045.0,7.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807720000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,11655000.0,82045.0,7.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807725000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,0.0,122.0,7.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807730000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,0.0,90.0,7.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807735000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,3933000.0,43.0,1.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807740000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,3843000.0,38.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807745000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,38.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807750000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,5985000.0,96.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807755000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,96.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807760000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,6048000.0,100.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807765000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,100.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807770000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,1.0,105.0,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807775000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,100.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807780000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,100.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807785000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,7938000.0,101.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807790000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,101.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807795000,10.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,10.0,7.0,2304000.0,9876.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807800000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,118.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807805000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,10.0,5103000.0,87.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807810000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,5994000.0,453.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737807815000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,5220000.0,118.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
