Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,1000.0,0.0,0.0,2323510.0,1185.0,1
5,1339.3666666666,550.0,0.0,0.0,3964241.0,264.0,1
10,2030.5333333333,404.0,18.0,0.0,18980992.0,1156.0,1
15,12573.46666666,591.0,242.0,0.0,32024785.0,1324.0,1
20,17777.25,693.0,395.0,112.0,39317848.0,5227.0,1
25,17777.25,755.0,516.0,289.0,30921879.0,1094.0,1
30,21602.73333333,795.0,831.0,647.0,13950849.0,800.0,1
35,26076.71666666,825.0,839.0,699.0,24092505.0,1038.0,1
40,30368.61666666,847.0,871.0,765.0,30167698.0,1971.0,1
45,33798.38333333,864.0,919.0,835.0,6161583.0,312.0,1
50,34046.88333333,877.0,958.0,883.0,6161583.0,312.0,1
55,40597.21666666,889.0,949.0,892.0,15254980.0,8150.0,1
60,40597.21666666,898.0,954.0,901.0,12585002.0,525.0,1
65,44325.1,936.0,1000.0,1000.0,12585002.0,525.0,1
70,43633.93333333,997.0,1000.0,1000.0,21737204.0,679.0,1
75,39896.41666666,1000.0,1000.0,1000.0,21737204.0,679.0,1
80,34692.63333333,1000.0,1000.0,1000.0,12518578.0,461.0,1
85,35182.28333333,1000.0,1000.0,1000.0,12518578.0,461.0,1
90,37996.25,1000.0,1000.0,1000.0,12518578.0,461.0,1
95,33522.26666666,1000.0,1000.0,1000.0,9200950.0,453.0,1
100,30818.26666666,1000.0,1000.0,1000.0,9200950.0,453.0,1
105,28398.98333333,1000.0,1000.0,1000.0,20571289.0,2463.0,1
110,32570.36666666,1000.0,1000.0,1000.0,20427321.0,886.0,1
115,31749.36666666,1000.0,1000.0,1000.0,33587650.0,1192.0,1
120,37312.61666666,1000.0,1000.0,1000.0,43679133.0,1201.0,1
125,38549.31666666,1000.0,1000.0,1000.0,32699739.0,2530.0,1
130,44489.13333333,1000.0,1000.0,1000.0,44302582.0,1222.0,1
135,43289.2,1000.0,1000.0,1000.0,55001620.0,1246.0,1
140,48927.28333333,1000.0,1000.0,1000.0,50307502.0,1148.0,1
145,54428.35,1000.0,1000.0,1000.0,54127095.0,1535.0,1
150,53156.25,1000.0,1000.0,1000.0,54127095.0,1535.0,1
155,53390.78333333,1000.0,1000.0,1000.0,55540365.0,1196.0,1
160,53844.23333333,1000.0,1000.0,1000.0,55540365.0,1196.0,1
165,53737.85,1000.0,1000.0,1000.0,55540365.0,1196.0,1
170,49317.96666666,1000.0,1000.0,1000.0,55540365.0,1196.0,1
175,43588.63333333,1000.0,1000.0,1000.0,48390105.0,19747.0,1
180,38079.78333333,1000.0,1000.0,1000.0,8594607.0,386.0,1
185,36402.48333333,1000.0,1000.0,1000.0,13426856.0,2534.0,1
190,36670.9,1000.0,1000.0,1000.0,24669120.0,933.0,1
195,36514.53333333,1000.0,1000.0,1000.0,35975278.0,1206.0,1
200,36682.08333333,1000.0,1000.0,1000.0,32671929.0,961.0,1
205,36695.11666666,1000.0,1000.0,1000.0,43005001.0,1711.0,1
210,37431.45,1000.0,1000.0,1000.0,53115770.0,1311.0,1
215,42634.88333333,1000.0,1000.0,1000.0,48488984.0,1074.0,1
220,46679.0,1000.0,1000.0,1000.0,57507650.0,1336.0,1
225,51716.78333333,1000.0,1000.0,1000.0,57507650.0,1336.0,1
230,51716.78333333,1000.0,1000.0,1000.0,55856418.0,9195.0,1
235,52483.1,1000.0,1000.0,1000.0,55856418.0,9195.0,1
240,,,,,55856418.0,9195.0,0
245,,,,,,,0
