Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,33526.74208333,1555.3318790996605,
2,56534.64670781276,2096.11015580646,85668.0
3,65664.69939023486,1960.0060156555326,102136.0
4,81062.03055554349,3565.529092945591,82632.0
5,94112.96728393514,3712.250733307965,111466.0
6,97803.60759491868,3753.879697423203,125007.0
7,101796.91367519229,3843.4465664272443,124095.0
8,68873.48257574464,9352.536084168745,126608.0
