Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,1000.0,,,,0.0,0.0,-1.0,-1.0,1
5,1403.8666666666,,,,674.0,,,,21.0,19.0,1379994.0,1028.0,1
10,3352.88333333,,,,486.0,,,,54.0,9.0,5322274.0,364.0,1
15,13690.95,,,,644.0,,,,237.0,28.0,15957247.0,914.0,1
20,13690.95,,,,733.0,,,,428.0,271.0,15957247.0,914.0,1
25,17740.33333333,,,,786.0,,,,737.0,626.0,26564761.0,624.0,1
30,20996.71666666,,,,822.0,,,,769.0,694.0,31908281.0,2463.0,1
35,25875.4,,,,848.0,,,,785.0,736.0,9418052.0,776.0,1
40,27804.333333330003,,,,867.0,,,,869.0,832.0,16193170.0,479.0,1
45,32970.83333333,,,,881.0,,,,868.0,839.0,16193170.0,479.0,1
50,34114.03333333,,,,893.0,,,,943.0,918.0,8505568.0,445.0,1
55,40073.18333333,,,,902.0,,,,939.0,917.0,15313004.0,669.0,1
60,40073.18333333,,,,911.0,,,,944.0,924.0,15313004.0,669.0,1
65,44339.88333333,,,,938.0,,,,1000.0,1000.0,8436173.0,490.0,1
70,43789.466666659995,,,,996.0,,,,1000.0,1000.0,8436173.0,490.0,1
75,33451.4,,,,1000.0,,,,1000.0,1000.0,8436173.0,490.0,1
80,39194.233333330005,,,,1000.0,,,,1000.0,1000.0,17132007.0,506.0,1
85,35144.85,,,,1000.0,,,,1000.0,1000.0,17132007.0,506.0,1
90,39212.08333333,,,,1000.0,,,,1000.0,1000.0,21863108.0,619.0,1
95,34333.4,,,,1000.0,,,,1000.0,1000.0,21863108.0,619.0,1
100,32767.65,,,,1000.0,,,,1000.0,1000.0,21863108.0,619.0,1
105,29693.5,,,,1000.0,,,,1000.0,1000.0,19394279.0,904.0,1
110,34843.95,,,,1000.0,,,,1000.0,1000.0,20506403.0,2758.0,1
115,37044.983333330005,,,,1000.0,,,,1000.0,1000.0,19317939.0,866.0,1
120,41660.26666666,,,,1000.0,,,,1000.0,1000.0,43174828.0,1166.0,1
125,41879.33333333,,,,1000.0,,,,1000.0,1000.0,40071929.0,1531.0,1
130,47797.5,,,,1000.0,,,,1000.0,1000.0,32889177.0,2115.0,1
135,50213.4,,,,1000.0,,,,1000.0,1000.0,32889177.0,2115.0,1
140,46879.483333330005,,,,1000.0,,,,1000.0,1000.0,46556110.0,925.0,1
145,50042.16666666001,,,,1000.0,,,,1000.0,1000.0,49792648.0,1113.0,1
150,43053.466666659995,,,,1000.0,,,,1000.0,1000.0,49792648.0,1113.0,1
155,48806.866666660004,,,,1000.0,,,,1000.0,1000.0,42339748.0,1256.0,1
